[FLY99],RAJ2000,DEJ2000,[WBD96],ABmag,z_spec,z_phot,Type
713,12 36 48.717,+62 13 02.45,3-51.0,25.44,,0.4,3
714,12 36 54.249,+62 13 19.56,3-44.0,27.2,,4.8,4
715,12 36 53.602,+62 13 17.95,3-41.0,26.1,,1.92,4
716,12 36 38.406,+62 12 31.32,4-946.0,22.61,,0.68,2
717,12 36 56.534,+62 13 27.42,3-36.0,25.73,,1.28,4
718,12 36 42.479,+62 12 45.09,4-521.0,25.76,,1.32,4
719,12 36 49.682,+62 13 07.36,3-37.0,24.28,,0.92,4
720,12 36 43.966,+62 12 50.07,4-402.31,20.97,0.557,0.52,2
721,12 36 52.009,+62 13 14.91,2-418.0,26.0,,1.96,4
722,12 36 41.852,+62 12 43.64,4-588.1,24.92,,2.4,4
723,12 36 41.383,+62 12 42.24,4-638.1,25.06,,0.76,4
724,12 36 53.982,+62 13 21.05,3-21.0,26.9,,2.08,4
725,12 36 53.486,+62 13 19.67,3-18.0,27.72,,1.24,4
726,12 36 53.743,+62 13 20.49,3-15.0,27.75,,1.72,4
727,12 36 38.600,+62 12 33.86,4-916.0,23.93,,0.16,3
728,12 36 55.712,+62 13 26.82,2-838.0,25.34,,1.6,4
729,12 36 54.689,+62 13 23.74,3-10.0,27.58,,1.6,3
730,12 36 48.789,+62 13 05.70,3-17.0,25.76,,3.32,4
731,12 36 48.457,+62 13 04.89,2-102.0,25.88,,0.92,4
732,12 36 44.245,+62 12 52.09,4-365.0,25.35,,1.36,4
733,12 36 39.396,+62 12 37.44,4-829.1,25.04,,0.96,4
734,12 36 56.127,+62 13 29.66,2-906.0,23.39,,1.08,4
735,12 36 43.812,+62 12 51.86,4-402.1,24.76,,0.92,4
736,12 36 50.621,+62 13 12.93,2-309.0,26.37,,0.16,3
737,12 36 53.264,+62 13 21.49,2-591.11,24.35,,1.6,4
738,12 36 51.557,+62 13 16.70,2-395.0,27.82,,0.72,4
739,12 36 55.646,+62 13 29.60,2-846.0,27.02,,0.76,4
740,12 36 49.034,+62 13 09.75,2-180.0,24.01,,0.96,4
741,12 36 54.053,+62 13 25.36,2-671.0,26.28,,0.48,3
742,12 36 53.188,+62 13 22.72,2-591.2,24.83,2.489,2.28,4
743,12 36 49.374,+62 13 11.25,2-264.2,22.12,0.478,0.44,3
744,12 36 55.397,+62 13 29.87,2-833.0,25.09,,1.12,4
745,12 36 53.788,+62 13 25.39,2-656.0,24.99,,1.8,4
746,12 36 49.719,+62 13 13.04,2-264.1,21.45,0.475,0.52,2
747,12 36 52.892,+62 13 23.07,2-557.0,27.29,,0.12,2
748,12 36 53.411,+62 13 24.99,2-619.1,25.68,,0.44,4
749,12 36 50.476,+62 13 16.12,2-339.1,22.6,,0.88,2
750,12 36 48.741,+62 13 11.05,2-154.0,27.3,,0.6,2
751,12 36 48.078,+62 13 09.02,2-121.111,20.45,0.475,0.36,1
752,12 36 43.868,+62 12 56.13,1-18.0,25.87,,0.72,4
753,12 36 52.201,+62 13 23.28,2-486.0,26.59,,0.24,4
754,12 36 56.117,+62 13 35.71,2-928.0,24.91,,0.88,4
755,12 36 53.383,+62 13 27.58,2-628.0,26.49,,2.96,4
756,12 36 47.929,+62 13 10.92,2-121.12,24.52,,0.72,4
757,12 36 51.057,+62 13 20.69,2-404.0,19.6,0.199,0.12,3
758,12 36 52.280,+62 13 25.34,2-506.0,27.37,,1.12,3
759,12 36 49.443,+62 13 16.65,2-256.0,23.23,,1.24,3
760,12 36 55.226,+62 13 34.69,2-843.1,24.83,,1.48,4
761,12 36 52.222,+62 13 25.52,2-506.0,26.5,,2.44,4
762,12 36 53.432,+62 13 29.41,2-643.0,24.6,2.991,3.0,4
763,12 36 48.510,+62 13 14.32,2-160.0,25.33,,0.0,1
764,12 36 48.267,+62 13 13.84,2-139.1,23.96,,1.2,2
765,12 36 56.643,+62 13 39.83,2-999.0,25.19,,1.52,3
766,12 36 54.625,+62 13 33.74,2-787.0,24.66,,0.92,4
767,12 36 48.003,+62 13 13.58,2-111.0,26.98,,1.08,4
768,12 36 55.044,+62 13 35.35,2-826.0,27.86,,4.0,4
769,12 36 55.308,+62 13 36.22,2-854.0,26.38,,0.52,4
770,12 36 52.553,+62 13 28.35,2-554.1,27.77,,2.52,4
771,12 36 44.875,+62 13 04.77,1-34.2,24.38,,1.32,4
772,12 36 54.712,+62 13 35.19,2-789.0,27.07,,2.08,4
773,12 36 51.735,+62 13 26.24,2-463.0,27.12,,3.2,4
774,12 36 44.581,+62 13 04.62,1-34.1,21.22,,0.68,2
775,12 36 48.472,+62 13 16.64,2-173.0,23.29,,0.28,1
776,12 36 54.487,+62 13 35.16,2-773.0,26.84,,0.0,4
777,12 36 53.024,+62 13 30.83,2-614.0,26.03,,3.16,4
778,12 36 53.146,+62 13 31.67,2-635.0,25.52,,3.64,4
779,12 36 55.509,+62 13 38.95,2-884.2,26.52,,1.56,4
780,12 36 48.782,+62 13 18.45,2-210.0,22.69,0.749,0.8,4
781,12 36 46.748,+62 13 12.36,2-7.0,23.61,,0.6,4
782,12 36 45.615,+62 13 08.91,1-35.0,23.67,,0.48,3
783,12 36 55.473,+62 13 39.39,2-884.1,26.6,,2.2,4
784,12 36 53.686,+62 13 33.91,2-684.0,27.03,,0.52,4
785,12 36 55.265,+62 13 38.97,2-865.0,27.37,,1.56,4
786,12 36 54.843,+62 13 37.75,2-829.0,26.28,,1.36,4
787,12 36 54.199,+62 13 35.84,2-751.0,26.44,,1.64,4
788,12 36 44.692,+62 13 06.80,1-37.2,25.9,,0.52,4
789,12 36 44.790,+62 13 07.25,1-37.1,25.64,,1.92,4
790,12 36 56.894,+62 13 45.00,2-1031.0,25.21,,0.96,4
791,12 36 52.848,+62 13 32.85,2-608.0,27.52,,1.08,4
792,12 36 49.550,+62 13 22.88,2-275.0,27.36,,1.0,4
793,12 36 49.070,+62 13 21.81,2-236.1,24.41,,0.88,1
794,12 36 48.968,+62 13 21.90,2-236.2,24.43,,1.32,4
795,12 36 51.211,+62 13 29.11,2-429.0,26.98,,1.64,4
796,12 36 48.316,+62 13 20.38,2-168.0,26.95,,3.0,4
797,12 36 52.456,+62 13 33.12,2-572.0,27.11,,3.96,4
798,12 36 46.155,+62 13 13.90,1-47.0,24.2,,0.64,4
799,12 36 47.762,+62 13 18.98,2-122.0,25.68,,2.44,4
800,12 36 48.075,+62 13 19.96,2-150.0,26.28,,0.08,1
801,12 36 51.974,+62 13 32.17,2-531.0,23.12,,0.96,3
802,12 36 54.125,+62 13 38.95,2-764.1,27.03,,1.64,4
803,12 36 48.716,+62 13 22.49,2-208.0,27.84,,1.44,4
804,12 36 55.318,+62 13 43.03,2-888.0,27.74,,2.72,4
805,12 36 56.540,+62 13 47.13,2-1022.0,25.33,,0.72,4
806,12 36 54.621,+62 13 41.31,2-824.0,25.27,2.419,1.92,4
807,12 36 48.504,+62 13 22.79,2-200.0,24.86,,1.24,4
808,12 36 51.463,+62 13 32.05,2-475.0,26.4,,2.16,4
809,12 36 42.273,+62 13 04.30,1-50.0,25.63,,1.16,3
810,12 36 42.512,+62 13 05.12,1-57.12,24.37,,0.72,4
811,12 36 51.702,+62 13 33.48,2-502.1,25.61,,1.4,4
812,12 36 42.626,+62 13 05.94,1-57.1112,23.9,,1.36,2
813,12 36 52.463,+62 13 36.31,2-596.1,27.01,,3.08,4
814,12 36 50.305,+62 13 29.76,2-373.0,25.08,,1.8,4
815,12 36 44.094,+62 13 10.75,1-54.2,24.03,2.929,3.2,4
816,12 36 42.154,+62 13 05.12,1-55.0,25.26,,1.28,4
817,12 36 42.725,+62 13 07.13,1-57.11111,22.19,,0.68,2
818,12 36 49.833,+62 13 29.07,2-328.1,26.63,,1.52,4
819,12 36 48.712,+62 13 25.66,2-228.0,25.89,,0.04,1
820,12 36 49.663,+62 13 28.73,2-313.0,25.53,,3.16,4
821,12 36 49.926,+62 13 29.72,2-343.0,27.59,,1.48,4
822,12 36 51.861,+62 13 35.78,2-539.0,26.08,,1.36,4
823,12 36 44.451,+62 13 13.11,1-56.0,25.9,,1.24,4
824,12 36 52.412,+62 13 37.75,2-604.11,24.79,3.43,3.32,4
825,12 36 52.754,+62 13 39.07,2-637.0,25.07,3.368,3.0,4
826,12 36 43.961,+62 13 12.00,1-58.0,25.77,,2.92,4
827,12 36 54.393,+62 13 44.15,2-816.0,26.45,,2.32,4
828,12 36 55.766,+62 13 48.78,2-966.0,24.91,,1.16,3
829,12 36 55.632,+62 13 48.41,2-958.0,26.14,,1.6,4
830,12 36 53.161,+62 13 40.99,2-682.0,27.89,,0.48,4
831,12 36 55.069,+62 13 47.06,2-903.0,24.52,2.233,1.92,4
832,12 36 53.198,+62 13 41.50,2-682.0,27.48,,3.2,4
833,12 36 55.412,+62 13 48.71,2-940.0,27.44,,0.0,4
834,12 36 47.664,+62 13 25.03,2-146.0,26.54,,1.24,4
835,12 36 53.213,+62 13 42.14,2-687.0,27.52,,1.4,4
836,12 36 55.159,+62 13 48.15,2-916.0,25.27,,2.24,4
837,12 36 53.130,+62 13 41.92,2-679.0,27.83,,1.64,4
838,12 36 48.625,+62 13 28.23,2-246.0,22.74,0.958,1.08,3
839,12 36 43.174,+62 13 11.88,1-63.0,25.78,,1.64,4
840,12 36 51.823,+62 13 38.86,2-551.0,27.99,,3.64,4
841,12 36 43.716,+62 13 13.93,1-66.0,25.43,,1.64,4
842,12 36 53.557,+62 13 44.25,2-746.1,25.99,,2.64,4
843,12 36 49.104,+62 13 30.56,2-282.0,25.94,,4.36,4
844,12 36 55.460,+62 13 50.14,2-952.0,27.07,,2.32,4
845,12 36 50.523,+62 13 34.97,2-400.0,27.46,,1.36,2
846,12 36 52.194,+62 13 40.29,2-587.0,27.16,,2.72,4
847,12 36 44.807,+62 13 17.61,1-68.0,25.42,,0.52,3
848,12 36 53.228,+62 13 43.68,2-712.0,25.55,,0.64,4
849,12 36 48.265,+62 13 28.78,2-203.0,27.76,,1.6,4
850,12 36 42.110,+62 13 10.23,1-71.0,23.74,,4.48,4
851,12 36 52.964,+62 13 43.97,2-689.12,25.17,,1.56,4
852,12 36 53.024,+62 13 44.21,2-689.11,24.6,,1.8,4
853,12 36 51.050,+62 13 38.70,2-480.1,26.13,,3.84,4
854,12 36 44.610,+62 13 18.96,1-76.0,25.01,,0.72,4
855,12 36 53.283,+62 13 45.70,2-726.2,26.98,,1.84,3
856,12 36 54.778,+62 13 50.74,2-898.0,24.21,,1.08,3
857,12 36 49.354,+62 13 34.18,2-317.0,27.56,,1.88,2
858,12 36 55.529,+62 13 53.41,2-982.0,22.59,1.148,1.04,4
859,12 36 53.119,+62 13 46.07,2-726.1,25.92,,2.96,4
860,12 36 42.019,+62 13 12.24,1-78.0,25.65,,1.16,3
861,12 36 49.171,+62 13 34.43,2-299.0,27.82,,1.4,4
862,12 36 46.945,+62 13 27.69,2-108.0,24.63,,0.2,3
863,12 36 55.201,+62 13 53.24,2-942.0,27.53,,0.92,4
864,12 36 51.090,+62 13 40.87,2-483.0,27.82,,1.92,4
865,12 36 48.968,+62 13 34.70,2-289.11,25.37,,1.48,4
866,12 36 47.447,+62 13 30.05,2-153.0,23.58,,0.96,3
867,12 36 47.979,+62 13 31.88,2-197.0,27.2,,0.32,4
868,12 36 54.713,+62 13 52.85,2-892.0,25.97,,4.72,3
869,12 36 45.859,+62 13 25.87,1-87.0,20.93,,0.4,3
870,12 36 43.106,+62 13 17.95,1-83.0,25.15,,1.12,3
871,12 36 47.478,+62 13 31.63,2-156.0,27.29,,0.72,1
872,12 36 52.352,+62 13 46.67,2-640.0,26.48,,0.52,3
873,12 36 55.649,+62 13 56.86,2-1001.0,25.53,,1.32,4
874,12 36 52.521,+62 13 47.54,2-660.0,27.17,,3.0,4
875,12 36 49.239,+62 13 37.55,2-322.0,26.86,,1.44,4
876,12 36 45.409,+62 13 25.97,1-86.0,22.61,,0.48,4
877,12 36 51.369,+62 13 44.66,2-547.0,25.86,,1.92,4
878,12 36 52.641,+62 13 48.80,2-677.0,26.57,,1.52,4
879,12 36 52.969,+62 13 49.88,2-723.0,26.32,,1.2,4
880,12 36 54.851,+62 13 55.67,2-925.0,27.73,,4.6,4
881,12 36 47.387,+62 13 32.80,2-155.0,27.43,,2.92,4
882,12 36 52.229,+62 13 48.07,2-646.0,24.35,,0.52,3
883,12 36 50.197,+62 13 41.84,2-420.0,24.87,,1.4,4
884,12 36 54.099,+62 13 54.34,2-860.0,22.44,0.849,1.0,3
885,12 36 54.523,+62 13 55.87,2-895.0,27.06,,4.0,3
886,12 36 47.064,+62 13 33.03,2-133.0,25.25,,1.0,4
887,12 36 42.740,+62 13 19.73,1-93.0,25.45,,0.56,3
888,12 36 55.589,+62 13 59.88,2-1018.0,23.7,0.559,0.64,4
889,12 36 50.978,+62 13 45.78,2-507.0,26.85,,1.24,4
890,12 36 42.370,+62 13 19.39,1-95.0,23.87,,0.76,3
891,12 36 49.815,+62 13 43.02,2-392.0,26.24,,1.88,4
892,12 36 45.526,+62 13 29.96,1-100.0,25.45,,1.0,4
893,12 36 46.603,+62 13 34.07,2-104.0,26.39,,0.92,4
894,12 36 47.346,+62 13 36.46,2-172.0,27.25,,1.72,4
895,12 36 46.886,+62 13 35.28,2-128.0,26.58,,1.08,4
896,12 36 53.018,+62 13 54.20,2-748.0,27.03,,1.52,4
897,12 36 51.204,+62 13 48.77,2-565.1,25.22,3.162,2.52,4
898,12 36 46.257,+62 13 33.66,2-65.1,25.89,,0.92,4
899,12 36 55.505,+62 14 02.69,2-1023.1,22.94,0.564,0.68,3
900,12 36 48.981,+62 13 42.73,2-327.0,27.67,,1.52,2
901,12 36 50.183,+62 13 46.44,2-436.0,26.57,,4.28,4
902,12 36 42.023,+62 13 21.47,1-105.0,23.59,,0.92,4
903,12 36 50.933,+62 13 49.01,2-524.1,26.47,,2.52,3
904,12 36 52.746,+62 13 54.77,2-736.111,21.98,1.355,1.44,4
905,12 36 52.194,+62 13 53.10,2-663.0,27.81,,2.92,4
906,12 36 46.589,+62 13 36.01,2-116.0,26.35,,2.92,4
907,12 36 46.119,+62 13 34.64,2-61.0,25.27,,0.72,4
908,12 36 53.031,+62 13 56.08,2-758.0,27.1,,0.2,1
909,12 36 44.653,+62 13 30.63,1-108.0,24.8,,0.96,4
910,12 36 50.677,+62 13 49.44,2-493.0,26.94,,2.6,3
911,12 36 46.564,+62 13 36.90,2-113.0,27.17,,1.52,2
912,12 36 51.797,+62 13 53.81,2-652.11,21.1,0.557,0.56,2
913,12 36 50.321,+62 13 49.56,2-469.0,27.27,,2.6,4
914,12 36 49.440,+62 13 46.91,2-456.1111,18.16,0.089,0.08,1
915,12 36 48.029,+62 13 43.07,2-263.0,24.32,,0.84,4
916,12 36 54.596,+62 14 03.67,2-949.1,25.44,,2.12,4
917,12 36 47.174,+62 13 41.88,2-201.0,23.72,,1.16,4
918,12 36 47.854,+62 13 44.11,2-247.0,26.73,,1.36,4
919,12 36 54.505,+62 14 05.04,2-945.0,27.12,,2.76,4
920,12 36 47.452,+62 13 43.62,2-216.0,27.04,,1.56,4
921,12 36 48.059,+62 13 45.67,2-273.0,26.14,,4.32,4
922,12 36 49.879,+62 13 51.34,2-440.0,26.57,,0.0,4
923,12 36 48.817,+62 13 48.10,2-347.0,27.2,,1.68,2
924,12 36 53.451,+62 14 02.39,2-836.0,27.11,,1.56,4
925,12 36 54.879,+62 14 07.67,2-995.0,24.94,,1.56,4
926,12 36 52.812,+62 14 01.37,2-766.0,27.61,,1.16,3
927,12 36 54.283,+62 14 05.89,2-934.0,26.54,,2.12,4
928,12 36 52.323,+62 13 59.87,2-716.0,27.99,,0.36,2
929,12 36 48.450,+62 13 48.44,2-314.0,27.93,,2.2,4
930,12 36 52.992,+62 14 02.48,2-793.0,25.44,,0.16,3
931,12 36 47.672,+62 13 46.19,2-245.0,25.52,,0.96,4
932,12 36 54.582,+62 14 07.82,2-973.11,24.39,,1.64,4
933,12 36 49.449,+62 13 52.40,2-409.0,27.84,,0.0,4
934,12 36 53.504,+62 14 04.91,2-856.0,25.53,,0.96,4
935,12 36 49.044,+62 13 51.20,2-374.0,27.41,,3.64,4
936,12 36 52.267,+62 14 01.42,2-720.0,27.34,,2.52,4
937,12 36 50.887,+62 13 57.31,2-568.0,26.26,,1.12,4
938,12 36 51.984,+62 14 00.82,2-702.1,23.03,0.557,0.52,3
939,12 36 49.491,+62 13 53.47,2-416.1,27.64,,2.36,4
940,12 36 53.593,+62 14 07.00,2-871.0,26.78,,3.16,4
941,12 36 52.874,+62 14 04.86,2-809.0,23.27,0.498,0.64,3
942,12 36 49.723,+62 13 55.77,2-453.0,26.3,,0.92,4
943,12 36 48.763,+62 13 53.25,2-364.0,27.6,,4.8,4
944,12 36 50.770,+62 13 59.63,2-569.0,27.39,,0.64,3
945,12 36 51.986,+62 14 03.51,2-706.0,26.55,,1.12,4
946,12 36 45.892,+62 13 44.78,2-100.0,25.99,,0.28,4
947,12 36 51.620,+62 14 02.82,2-664.0,26.87,,1.24,4
948,12 36 45.498,+62 13 44.12,2-62.0,25.15,,0.4,4
949,12 36 46.324,+62 13 46.97,2-140.0,27.26,,3.08,4
950,12 36 50.285,+62 13 59.19,2-526.0,24.69,,1.28,4
951,12 36 47.669,+62 13 51.31,2-272.0,25.91,,1.64,4
952,12 36 46.443,+62 13 47.96,2-159.0,27.82,,1.96,2
953,12 36 52.310,+62 14 06.05,2-752.0,27.22,,1.6,4
954,12 36 50.390,+62 14 00.26,2-545.0,27.56,,1.92,4
955,12 36 53.599,+62 14 10.15,2-901.1,24.55,3.181,3.24,4
956,12 36 52.162,+62 14 05.80,2-741.1,26.14,,1.92,4
957,12 36 52.989,+62 14 08.47,2-834.2,26.85,,3.0,4
958,12 36 51.937,+62 14 05.43,2-713.0,27.24,,1.64,4
959,12 36 52.905,+62 14 08.46,2-834.1,26.32,,1.72,4
960,12 36 50.107,+62 14 01.11,2-525.0,24.58,2.237,2.2,4
961,12 36 45.909,+62 13 48.45,2-118.0,27.85,,1.6,4
962,12 36 50.678,+62 14 03.15,2-594.1,25.62,,2.88,4
963,12 36 50.870,+62 14 03.95,2-609.0,27.87,,0.96,3
964,12 36 45.359,+62 13 47.00,2-76.11,25.09,3.16,2.68,4
965,12 36 50.733,+62 14 03.90,2-594.2,26.21,,1.64,4
966,12 36 51.722,+62 14 07.27,2-701.0,26.71,,1.52,4
967,12 36 51.966,+62 14 08.11,2-743.0,25.7,,3.12,4
968,12 36 47.009,+62 13 53.05,2-231.0,24.56,,0.44,3
969,12 36 51.140,+62 14 06.00,2-641.0,27.37,,1.64,4
970,12 36 50.078,+62 14 03.66,2-535.0,26.12,,0.8,3
971,12 36 51.401,+62 14 08.13,2-673.0,25.29,,1.16,3
972,12 36 46.753,+62 13 54.20,2-213.1,25.87,,2.4,4
973,12 36 45.396,+62 13 50.06,2-80.0,25.45,,1.8,4
974,12 36 51.861,+62 14 10.35,2-733.0,27.7,,0.72,4
975,12 36 52.365,+62 14 12.07,2-790.0,26.24,,1.64,4
976,12 36 45.568,+62 13 51.99,2-110.0,26.82,,2.28,4
977,12 36 52.233,+62 14 12.67,2-782.0,27.41,,1.64,4
978,12 36 53.865,+62 14 18.19,2-963.0,25.51,,3.04,4
979,12 36 53.655,+62 14 17.62,2-950.0,23.45,0.517,0.44,3
980,12 36 49.796,+62 14 06.21,2-521.0,27.31,,0.64,4
981,12 36 51.336,+62 14 11.05,2-693.1,24.95,,0.0,4
982,12 36 48.477,+62 14 02.25,2-382.0,27.08,,2.04,4
983,12 36 50.222,+62 14 07.63,2-575.0,25.72,,0.52,4
984,12 36 52.536,+62 14 14.74,2-831.0,25.4,,1.0,4
985,12 36 52.231,+62 14 14.14,2-788.0,27.69,,0.4,3
986,12 36 51.359,+62 14 11.54,2-693.2,25.33,,1.64,4
987,12 36 49.304,+62 14 05.61,2-466.0,27.42,,2.08,4
988,12 36 47.783,+62 14 01.18,2-325.0,27.68,,0.72,4
989,12 36 49.506,+62 14 06.75,2-514.0,21.8,0.752,0.92,3
990,12 36 46.036,+62 13 56.38,2-175.0,24.2,,1.0,3
991,12 36 50.580,+62 14 10.40,2-617.0,27.73,,0.36,4
992,12 36 48.498,+62 14 04.21,2-394.0,26.05,,1.72,4
993,12 36 50.142,+62 14 10.40,2-577.0,26.78,,1.6,4
994,12 36 47.571,+62 14 03.24,2-321.2,25.43,,2.2,4
995,12 36 45.459,+62 13 56.97,2-126.0,26.07,,0.92,4
996,12 36 47.390,+62 14 03.00,2-321.1,24.58,,1.8,4
997,12 36 45.839,+62 13 59.19,2-165.0,27.59,,2.48,3
998,12 36 47.093,+62 14 03.15,2-288.0,26.14,,0.92,4
999,12 36 52.894,+62 14 21.00,2-886.0,27.65,,1.12,4
1000,12 36 48.562,+62 14 07.79,2-414.0,25.25,,1.16,2
1001,12 36 51.641,+62 14 17.54,2-755.1,26.25,,0.0,4
1002,12 36 46.742,+62 14 03.03,2-253.0,27.19,,0.84,3
1003,12 36 47.639,+62 14 05.84,2-340.1,25.51,,1.12,3
1004,12 36 51.572,+62 14 17.96,2-755.2,27.12,,0.88,4
1005,12 36 52.401,+62 14 20.99,2-849.0,25.44,,1.6,4
1006,12 36 46.018,+62 14 01.44,2-191.0,27.54,,2.12,4
1007,12 36 47.374,+62 14 05.62,2-316.0,26.57,,0.68,3
1008,12 36 50.370,+62 14 15.32,2-632.0,24.65,,0.68,3
1009,12 36 46.969,+62 14 05.00,2-285.0,26.38,,0.84,4
1010,12 36 49.224,+62 14 11.96,2-497.0,25.92,,1.12,4
1011,12 36 52.870,+62 14 23.26,2-907.0,25.2,,1.64,4
1012,12 36 51.038,+62 14 17.83,2-698.0,27.82,,3.52,4
1013,12 36 51.734,+62 14 20.28,2-779.0,27.57,,3.2,4
1014,12 36 51.182,+62 14 18.85,2-724.0,26.24,,1.04,4
1015,12 36 47.199,+62 14 06.79,2-302.0,27.36,,1.44,4
1016,12 36 49.826,+62 14 14.99,2-585.1111,23.4,2.002,1.64,3
1017,12 36 52.582,+62 14 23.61,2-873.0,27.54,,3.8,4
1018,12 36 46.351,+62 14 04.68,2-251.0,21.24,0.96,0.84,2
1019,12 36 49.591,+62 14 14.75,2-585.2,24.08,,0.92,4
1020,12 36 47.696,+62 14 09.50,2-363.0,25.78,,1.6,4
1021,12 36 45.519,+62 14 02.81,2-158.0,27.35,,4.56,4
1022,12 36 51.396,+62 14 20.91,2-762.0,23.31,,0.44,4
1023,12 36 52.123,+62 14 23.20,2-837.0,26.81,,1.64,4
1024,12 36 47.968,+62 14 10.80,2-388.0,25.63,,1.12,4
1025,12 36 50.710,+62 14 19.33,2-675.0,25.94,,1.44,4
1026,12 36 52.860,+62 14 26.20,2-918.0,27.85,,1.16,4
1027,12 36 48.354,+62 14 12.35,2-432.0,23.88,,0.92,4
1028,12 36 50.361,+62 14 18.65,2-661.0,23.09,0.816,0.84,4
1029,12 36 46.539,+62 14 07.60,2-270.1,23.95,,0.16,4
1030,12 36 49.909,+62 14 18.14,2-601.0,27.46,,0.0,3
1031,12 36 46.404,+62 14 07.67,2-270.2,25.08,,1.2,3
1032,12 36 45.618,+62 14 05.55,2-186.0,26.73,,1.8,4
1033,12 36 44.802,+62 14 03.28,2-107.0,26.98,,1.28,4
1034,12 36 46.397,+62 14 08.59,2-252.0,26.43,,1.56,4
1035,12 36 49.801,+62 14 19.21,2-600.0,25.59,,1.8,4
1036,12 36 49.441,+62 14 18.15,2-560.0,27.82,,3.92,4
1037,12 36 51.853,+62 14 25.87,2-823.0,27.4,,1.88,2
1038,12 36 48.102,+62 14 14.46,2-412.11,24.42,,0.92,4
1039,12 36 51.981,+62 14 26.49,2-844.0,26.21,,0.32,3
1040,12 36 51.678,+62 14 25.89,2-806.0,27.45,,1.24,3
1041,12 36 45.188,+62 14 05.98,2-151.0,27.0,,0.92,4
1042,12 36 45.280,+62 14 07.05,2-163.0,25.55,,0.68,4
1043,12 36 50.166,+62 14 22.09,2-645.0,26.27,,0.2,4
1044,12 36 48.320,+62 14 16.61,2-449.1,23.4,2.008,0.04,4
1045,12 36 44.870,+62 14 06.01,2-127.0,24.68,,1.72,3
1046,12 36 48.565,+62 14 18.06,2-479.0,27.35,,2.24,4
1047,12 36 49.516,+62 14 21.25,2-590.1,25.66,,2.32,3
1048,12 36 47.180,+62 14 14.24,2-353.0,23.55,0.609,0.68,2
1049,12 36 47.596,+62 14 15.70,2-378.0,27.7,,1.6,4
1050,12 36 45.824,+62 14 10.44,2-225.0,26.18,,0.92,4
1051,12 36 52.283,+62 14 30.36,2-889.0,25.56,,2.48,4
1052,12 36 45.994,+62 14 11.18,2-239.12,25.62,,2.16,4
1053,12 36 48.249,+62 14 18.44,2-454.0,24.14,,2.04,4
1054,12 36 45.883,+62 14 12.10,2-239.11,25.21,2.427,1.92,4
1055,12 36 46.653,+62 14 15.16,2-310.0,25.39,,0.92,4
1056,12 36 52.091,+62 14 32.42,2-887.0,25.57,,1.24,4
1057,12 36 52.250,+62 14 33.13,2-905.0,25.82,,0.4,4
1058,12 36 50.557,+62 14 28.51,2-725.0,24.94,,0.68,4
1059,12 36 44.163,+62 14 09.02,2-81.0,25.8,,1.28,4
1060,12 36 52.070,+62 14 33.87,2-890.0,25.65,,1.84,4
1061,12 36 49.245,+62 14 25.35,2-584.1,25.88,,1.6,4
1062,12 36 44.075,+62 14 10.05,2-82.1,24.63,2.267,1.72,4
1063,12 36 53.109,+62 14 38.01,2-1006.0,24.2,,0.4,4
1064,12 36 43.564,+62 14 08.98,2-35.0,24.99,,2.2,4
1065,12 36 46.411,+62 14 18.28,2-303.0,25.07,,0.8,4
1066,12 36 52.408,+62 14 38.77,2-947.0,25.94,,0.0,3
1067,12 36 48.322,+62 14 26.25,2-537.111,19.18,0.139,0.12,3
