ra,dec,z_spec,z_flag
189.2098876611481,62.255538113104045,0.972395,"{6, 7}"
189.0739099003108,62.25544802122711,1.878671,"{6, 7}"
189.1163735311161,62.25553124544232,1.452,"{4, 6}"
189.19644322659028,62.25560400018594,2.314527,"{6, 7}"
189.02203430745078,62.25557142617346,1.102588,{6}
189.03332963233075,62.2558897102425,1.48502,"{2, 4}"
189.01504664409651,62.25588090600782,2.179365,"{6, 7}"
189.14971946563807,62.22212397112279,5.929676,"{6, 7}"
189.1716417050685,62.256132665880486,1.999495,"{2, 4, 5}"
189.08858760006092,62.25579608530882,1.622535,"{6, 7}"
189.19026159627956,62.255729414945485,1.90334,"{6, 7}"
188.9919592110111,62.25612443411223,1.362968,"{6, 7}"
189.1480421287147,62.256067208725,2.997292,"{4, 5, 6, 7}"
189.1219644279214,62.256471947767956,2.192074,"{6, 7}"
189.0853334947049,62.256597357010875,2.149819,"{5, 6}"
189.13647358333563,62.223402967016064,7.137152,"{6, 7}"
189.0987008428424,62.25626845730338,0.841604,"{6, 7}"
189.1241946196592,62.22515250922082,2.930185,{7}
188.99467867600814,62.25667329634846,1.477154,"{6, 7}"
189.1122615710349,62.25710262972164,2.004964,"{6, 7}"
189.03528319657264,62.25702966568112,1.675904,"{6, 7}"
189.12040933234286,62.25670806693931,1.6441,"{4, 5, 6, 7}"
189.1112084188559,62.256979689750736,1.645535,"{6, 7}"
189.17523044677546,62.25727451391346,1.523889,"{6, 7}"
189.0829994832473,62.25737956704439,1.219345,"{2, 4, 7}"
189.0185645194044,62.257477792517236,1.38187,"{2, 4, 5}"
189.11068455774344,62.25761277033569,1.673,"{4, 5, 6}"
189.09503561758746,62.25682573814453,1.746684,"{6, 7}"
189.13233698536854,62.257873370296544,1.999853,"{6, 7}"
189.1603816383176,62.22750250150682,1.015556,{7}
189.15442622584965,62.22901877885846,2.097839,{7}
189.09740828285277,62.25814567914927,1.779,"{2, 4}"
189.15730333798095,62.22782746264349,1.016838,{7}
189.08705624743752,62.25842837795539,2.230487,"{6, 7}"
189.15677297159655,62.228400654196264,0.974996,{7}
189.02699884366135,62.25879933716702,2.396188,"{6, 7}"
189.1209620133294,62.258717177516324,0.89741,"{2, 4}"
189.0032473685357,62.25913891601846,3.187442,{6}
189.132865483862,62.259300439923436,1.993826,"{6, 7}"
189.17337060936708,62.23041044905238,3.129673,"{6, 7}"
189.14781129332303,62.230453861322786,4.410909,"{6, 7}"
189.1828050465499,62.259795201202195,2.635088,"{6, 7}"
189.16102172136635,62.25990463799326,3.002648,"{6, 7}"
189.08481854165217,62.26016565146983,1.677527,"{6, 7}"
189.11528460357022,62.259382598209115,1.664975,"{4, 7}"
189.01934646221656,62.260254944282224,1.533041,"{4, 5, 6, 7}"
189.1948415114649,62.23163288734526,2.998892,"{4, 5, 6, 7}"
189.182535430229,62.232005211148504,2.991986,{7}
189.11695188817626,62.25971851349016,2.00217,"{6, 7}"
189.00269155713286,62.259945011280706,2.032964,"{6, 7}"
189.02575423375447,62.26049954285082,3.129334,"{4, 5, 6, 7}"
189.1702084248795,62.232869951562044,2.993924,"{4, 5, 6, 7}"
189.02483737582097,62.26128165999981,1.806861,"{6, 7}"
189.17815378708835,62.23412943389347,1.991142,{7}
189.00079690242694,62.26172926559931,1.66933,"{6, 7}"
189.07902444548782,62.26188815683398,1.379,"{2, 5}"
189.17377874712935,62.26198695344612,0.510189,"{2, 5, 7}"
189.1144541342472,62.23503733037233,2.273725,"{4, 5, 6, 7}"
189.03648994635964,62.26226896953688,1.0609,"{4, 7}"
189.14791019044466,62.26278070789946,1.75134,"{2, 4}"
189.18391934909297,62.236103515508496,2.997394,"{9, 3, 7}"
189.11081022053858,62.26294715186852,0.85114,{4}
189.0974237833158,62.2629940323914,2.968075,"{6, 7}"
189.1046696413663,62.26322757472027,0.96,"{2, 4}"
189.18219693793108,62.26288946717401,1.741963,{6}
189.08032701836538,62.26328417352533,2.00717,"{3, 6, 7}"
189.09962119754408,62.26356292999449,3.223799,"{4, 5, 6, 7}"
189.2003981604685,62.23736509945553,0.965901,"{4, 5, 6, 7}"
189.09685548802108,62.237503610934766,1.43938,{7}
189.20124397446637,62.23794553073408,2.001593,"{6, 7}"
189.17175405317136,62.237977755975244,1.986808,"{6, 7}"
189.08602990782043,62.26415986397274,1.370202,"{6, 7}"
189.18450664128818,62.26435442268507,3.587074,"{6, 7}"
189.16752667496328,62.263942506401015,0.606516,"{6, 7}"
189.07805695080756,62.263862364452315,1.983806,"{9, 7}"
189.11439081281165,62.26360696544238,1.506068,"{6, 7}"
189.12244927729847,62.238392207143555,0.99392,"{4, 5, 6, 7}"
189.22442250974825,62.23837624493532,2.976833,"{6, 7}"
189.0260905378798,62.26460182060016,2.41481,"{6, 7}"
189.10098360008607,62.26438690093884,2.97821,"{6, 7}"
189.01350806530854,62.264259618919176,2.175201,{6}
189.1891723722807,62.265084169899005,1.899206,"{6, 7}"
189.15691089214027,62.265129289311204,1.28877,"{2, 4}"
189.02473354133747,62.26508994506978,2.182692,"{5, 6}"
189.10225891619476,62.26496185939231,2.969115,"{6, 7}"
189.19911977409083,62.23929057165525,1.994832,{7}
189.00218719918533,62.265437445617074,0.685676,{6}
189.1487460843847,62.26537784285275,0.751901,"{6, 7}"
189.11306735036754,62.26580921308202,2.23595,{6}
189.10347915613403,62.265309804865474,2.9737,"{6, 7}"
189.1136874169728,62.26580717229929,3.127855,"{6, 7}"
189.12817498801314,62.26580822287721,1.250208,"{6, 7}"
189.12350489962574,62.24121607565757,1.224,"{4, 5, 6, 7}"
189.0542821039897,62.266235094655094,1.23898,"{2, 4, 6}"
189.10950131012967,62.24144444120672,1.765,"{2, 4, 5}"
189.17492531347963,62.26664821880939,2.253404,"{6, 7}"
189.11207351604773,62.266693342808885,2.924404,{4}
189.02769036100818,62.26670286943066,1.792343,"{6, 7}"
189.00763821170693,62.26679718837699,2.158444,"{6, 7}"
189.11855466223,62.242763177921695,5.177294,"{6, 7}"
189.11527713663833,62.24223873735032,3.848991,"{6, 7}"
189.01490312207565,62.267188741678055,1.613637,{6}
189.15681860555986,62.267467466201666,1.69833,"{2, 4}"
189.12157978852022,62.26747477691523,1.640309,"{6, 7}"
189.14932624863212,62.24375586040364,1.998656,"{4, 5, 6, 7}"
189.0592269984169,62.26739185542416,1.682785,"{6, 7}"
189.12188199514074,62.26803679817362,1.479,"{6, 7}"
189.1233231535275,62.26804370422373,1.487671,{6}
189.11276200055596,62.26801839450988,2.30257,"{6, 7}"
189.0585671287112,62.26804494634997,0.789155,"{6, 7}"
189.0145954026941,62.26820483605936,5.593961,"{6, 7}"
189.10045355300738,62.26765417439787,1.704709,"{4, 5, 6, 7, 10}"
189.1737919806414,62.24379043575901,0.921831,"{5, 6, 7}"
189.1410331741083,62.268369567130996,1.31979,"{2, 4}"
189.10349305305436,62.2682050155003,1.686618,"{6, 7}"
189.1074055642378,62.268485779655585,2.985653,"{6, 7}"
189.1278224405684,62.2443133317107,1.36551,{4}
189.12752072904806,62.244797056754614,1.483543,{7}
189.12473446707745,62.26856264964064,7.4169,"{2, 4}"
189.06194062997614,62.26848175738328,2.117168,"{6, 7}"
189.21514226724852,62.268585721515954,2.041633,"{6, 7}"
189.21763364673257,62.26894058391497,3.152819,"{6, 7}"
189.21846482248762,62.24454486194603,3.520406,"{6, 7}"
189.08310308893866,62.2690064098117,3.195179,"{6, 7}"
189.0244748473801,62.26940627739725,2.097554,"{6, 7}"
189.04998966612354,62.26956061866679,1.062,"{2, 6, 7}"
189.12027431958475,62.26964902133888,0.510197,{6}
189.1447297305273,62.24551770540997,3.664002,"{6, 7}"
189.14660025357546,62.26990831456787,3.369529,"{6, 7}"
189.03140262573416,62.26948983012886,3.128753,"{6, 7}"
189.1269271926905,62.27013962114397,1.294,"{2, 4}"
189.089902125633,62.246135948059425,2.08205,"{2, 4}"
189.09163440135663,62.27025694234772,1.264,"{6, 7}"
189.18595364570396,62.270324763968475,2.610882,"{6, 7}"
189.17793285629233,62.24630940336707,3.564764,"{6, 7}"
189.10033724659647,62.26993734884386,1.16378,"{10, 4}"
189.1826448873677,62.24650995715429,5.90107,"{6, 7}"
189.2278435548204,62.246537714008156,2.422393,"{5, 6, 7}"
189.16007189259108,62.270487473514734,1.489837,"{6, 7}"
189.15123388343736,62.270321040906175,1.968472,"{6, 7}"
189.16306620982505,62.27046427544933,1.680477,"{6, 7}"
189.09220656395615,62.27058192861193,0.97933,"{2, 4}"
189.21800816254458,62.27047567148882,0.84181,"{2, 4}"
189.17508368252007,62.2469110209335,2.963701,{7}
189.22643770372414,62.24714981919786,2.910997,{4}
189.18459871037354,62.24738375846059,2.947471,"{6, 7}"
189.19395871915944,62.2709922875243,1.053287,"{6, 7}"
189.1553984924765,62.27083080506818,0.845718,"{2, 7}"
189.0854239850314,62.271089409991504,1.95784,"{4, 5, 6}"
189.0229212048457,62.27110850344873,2.533851,"{6, 7}"
189.14601477939482,62.27181249208413,2.927969,"{6, 7}"
189.1265676237505,62.27165875570948,2.981229,"{6, 7}"
189.20736545333045,62.27190547447532,0.796,"{2, 4}"
189.09376672726665,62.24823053154742,3.237784,{7}
189.21372811063299,62.27180404947326,1.818452,"{6, 7}"
189.04259259005724,62.27191227472906,1.672106,"{6, 7}"
189.17471270403345,62.2490764508289,0.849817,"{5, 6, 7}"
189.17410908625664,62.24882648956136,2.95881,"{4, 5, 6, 7}"
189.133680608594,62.27234933992132,3.358976,"{6, 7}"
189.09458733667677,62.27224489415523,2.002812,"{6, 7}"
189.25445961219617,62.249261255697476,3.924133,{6}
189.24453445242028,62.249781752005546,1.686818,"{6, 7}"
189.1032384890987,62.272936377887774,2.486531,"{6, 7}"
189.15027543470862,62.24973351413277,2.237185,"{6, 7}"
189.09489858175428,62.27292792367233,2.003048,"{6, 7}"
189.2206802980388,62.273208695768254,2.312853,"{6, 7}"
189.22347062813856,62.273299519236666,3.127395,"{2, 6}"
189.06418936137945,62.2732909615428,1.322642,"{6, 7}"
189.15488424278487,62.27343502906742,1.91368,"{2, 5}"
189.1176102421886,62.2735644820243,1.851661,"{6, 7}"
189.06457656704686,62.27381997484285,2.271393,"{4, 5, 6, 7}"
189.05934100495253,62.27384031914494,2.027948,"{6, 7}"
189.23763480739814,62.25092044237672,1.919174,{7}
189.18874141253144,62.25129203721704,1.528459,{7}
189.09691038819182,62.27482893077437,2.493887,{6}
189.0601732542926,62.27435430220898,2.016917,"{6, 7}"
189.17855015024847,62.2745445579701,5.19777,"{2, 4}"
189.22770092088334,62.251763938096055,4.400809,"{6, 7}"
189.1213259839412,62.27465931849906,3.204491,"{6, 7}"
189.22584198723877,62.251939809414985,4.410187,"{6, 7}"
189.1321503285485,62.275211649371165,2.278393,"{4, 5, 6, 7}"
189.06792633495314,62.275126850983135,2.113775,"{6, 7}"
189.25255758858268,62.25299993399015,0.69698,{7}
189.1599373806248,62.27534183701887,1.79784,{4}
189.12537404435017,62.27666719989062,1.675095,"{4, 5, 6, 7}"
189.22435943920328,62.27560762952495,6.733519,{6}
189.23567867692222,62.2536201896829,2.964021,"{6, 7}"
189.1346821571043,62.27700161418972,1.522251,"{6, 7}"
189.0651133835851,62.276271118794426,2.100545,"{6, 7}"
189.18112900828518,62.276413525350634,3.360604,"{6, 7}"
189.0813226696939,62.27797318161491,1.990178,"{6, 7}"
189.06670583459098,62.27717008020306,2.107262,"{6, 7}"
189.24667895285418,62.25552801920854,0.95467,"{5, 6, 7}"
189.20755719267342,62.27745486734472,1.30301,"{2, 4}"
189.13717860448074,62.27757249224712,2.852419,"{6, 7}"
189.11011766989716,62.2775722658639,2.436766,"{6, 7}"
189.17701696213715,62.277702889304365,2.491489,"{6, 7}"
189.17607762006907,62.25632459838476,4.415676,"{4, 5, 6, 7}"
189.092867997563,62.27821544304611,2.105007,"{6, 7}"
189.09674931462578,62.27787916420049,3.209643,"{6, 7}"
189.19340081285029,62.27794883239855,3.231676,"{6, 7}"
189.2245484008318,62.278645839097415,1.788175,"{6, 7}"
189.1725859480005,62.279207289874726,1.103,"{2, 4}"
189.12274051790044,62.279119551683465,2.062435,"{6, 7}"
189.19575752418396,62.25848464545773,1.058,"{2, 5, 7}"
189.16814764035055,62.279766621852914,1.062265,"{6, 7}"
189.09063530163854,62.27998071829351,2.09433,"{6, 7}"
189.0989314134077,62.28066422473672,2.012079,"{6, 7}"
189.09377171497152,62.28021653005786,2.094538,"{6, 7}"
189.22005228640614,62.27984722201617,1.998,"{4, 5, 6, 7}"
189.17037810870008,62.28049852903407,0.755937,{6}
189.1738695039404,62.280553304027194,1.262,"{2, 4}"
189.19168929427403,62.26025859977375,4.408952,"{8, 9, 7}"
189.21526779210183,62.26089756537222,2.336543,{7}
189.19527364921626,62.26128979367753,0.906573,"{4, 5, 6, 7}"
189.20201583891213,62.26127009722538,0.502702,{7}
189.1406841406633,62.281306535261535,0.142322,"{5, 7}"
189.17137344140122,62.28122451679285,0.849,"{6, 7}"
189.17545786339596,62.2811582440381,0.747,"{6, 7}"
189.12830103080887,62.282058401954735,2.235963,"{6, 7}"
189.22373822385026,62.28158510703063,2.42858,{6}
189.09767052738115,62.281474366540294,3.400739,"{6, 7}"
189.101482968204,62.28156212317082,2.266865,"{6, 7}"
189.21509735499288,62.2817996899059,2.042234,"{6, 7}"
189.16374236601197,62.26328190795155,1.756681,{7}
189.08617364900434,62.28266720685483,1.678532,"{9, 7}"
189.19121487229688,62.282133281554756,2.534284,"{6, 7}"
189.17004469148426,62.28249669689784,1.81377,"{4, 5}"
189.14161373664228,62.28290559115277,3.210251,"{6, 7}"
189.07337340533283,62.28313807963973,1.677048,"{6, 7}"
189.10082842942384,62.28328129167095,2.585336,"{2, 4, 5, 6}"
189.209198615324,62.26426857609074,2.96585,"{6, 7}"
189.2192196717903,62.26442995892577,1.75309,"{2, 4}"
189.1427751124826,62.28371257397378,2.37629,"{6, 7}"
189.19691009972013,62.28410405185229,2.318969,"{6, 7}"
189.23130971974126,62.28376776943353,1.84349,"{2, 4}"
189.09153461276142,62.28390094582374,1.885709,"{6, 7}"
189.2180383780377,62.2840736630034,1.001,{4}
189.1181335746037,62.28414622089989,1.346792,"{4, 5, 6, 7}"
189.22359312149126,62.28453233188568,2.049645,"{6, 7}"
189.17881078843683,62.26571113673694,0.81418,"{2, 4}"
189.2007226975424,62.28470084527266,1.82162,"{6, 7}"
189.0856622768071,62.28487440162722,1.06565,"{2, 4}"
189.1057396725567,62.28557513748438,1.796774,"{6, 7}"
189.11893801397568,62.28528325125819,2.480973,"{6, 7}"
189.086973527782,62.285225341377604,0.68104,"{2, 5, 7}"
189.14499612765323,62.286212611022876,1.623268,"{6, 7}"
189.1880036893043,62.28589276692327,2.312055,"{6, 7}"
189.19918994314511,62.28602904289612,2.951507,"{6, 7}"
189.07143920991203,62.2864154457826,0.945537,"{4, 6, 7}"
189.1136219267739,62.28686371512727,1.785017,{6}
189.10565499165216,62.28663522049038,2.970475,"{6, 7}"
189.1932075138195,62.28673448699019,2.38858,"{2, 5}"
189.11997620948574,62.27251387018103,1.64633,"{2, 4}"
189.10455697102466,62.28695331567887,2.978615,"{4, 5, 7}"
189.09502804620445,62.28730596576221,2.019788,"{9, 6, 7}"
189.14021495448176,62.287327005911045,1.62785,"{4, 5, 6}"
189.1258594620524,62.2700114499906,0.891996,{6}
189.1378485674693,62.269946106918496,1.526783,"{6, 7}"
189.19443862839776,62.2707175247141,4.077448,"{6, 7}"
189.10924379824414,62.27106879229761,0.77053,"{2, 4}"
189.20223900509689,62.288390015309425,0.490697,"{6, 7}"
189.1762502560292,62.28860373605772,3.195772,"{6, 7}"
189.10927106286695,62.28882714370158,0.96814,"{6, 7}"
189.08914787764382,62.28882246177966,1.78822,"{6, 7}"
189.12062925302845,62.28869138943782,2.051798,"{6, 7}"
189.139205337647,62.28891718828863,1.983657,"{6, 7}"
189.12027129908952,62.28896543292135,2.51581,{6}
189.11203241289914,62.2889899746498,3.12834,"{4, 6, 7}"
189.13018787006197,62.27211778562408,3.245705,{7}
189.12601265563077,62.272179510607735,0.81273,"{2, 4}"
189.12715719115565,62.289434015838346,2.849777,"{6, 7}"
189.14672729468774,62.28937372848623,1.587102,"{6, 7}"
189.20953708978186,62.28933960573309,0.79616,"{2, 5}"
189.1385334686832,62.28957528041929,1.921206,"{6, 7}"
189.141247792084,62.2896691093252,2.441,{6}
189.1056559327494,62.28967344242336,1.37776,{4}
189.12193166961148,62.272988196466095,1.31384,"{2, 4, 7}"
189.13221686126528,62.289825712801836,1.697,{4}
189.21818460944212,62.273389281035335,1.995838,{7}
189.09001538372817,62.29015250213489,1.730921,"{6, 7}"
189.2047969093773,62.27364125173337,1.474376,{7}
189.11514912705897,62.290203859098945,2.477149,{6}
189.19753940698305,62.29132853840117,2.244271,"{6, 7}"
189.1934198439536,62.290951781187424,2.749009,"{6, 7}"
189.2115938962708,62.2912226083165,2.425755,"{6, 7}"
189.2157644330523,62.291497354653686,1.808,"{4, 6, 7}"
189.20289006423266,62.29157920559542,2.376297,"{6, 7}"
189.100080892925,62.291497941018754,2.474879,"{6, 7}"
189.20001689603154,62.29204042784009,2.01152,"{2, 4}"
189.0902239236627,62.29182261050529,3.649177,"{6, 7}"
189.19146915662378,62.29264203267493,1.440813,"{6, 7}"
189.108511052013,62.29228644626454,1.21,"{2, 4}"
189.101221491631,62.29303097830296,1.03751,{6}
189.15963077740037,62.29287113790045,1.327001,"{6, 7}"
189.21217845351595,62.29281568634381,2.041601,"{6, 7}"
189.09467482026977,62.29315741645561,2.386877,"{6, 7}"
189.1686000612792,62.29387662311779,3.015568,"{6, 7}"
189.12009287916723,62.29412782181312,2.938494,"{6, 7}"
189.10006578296623,62.29437615231253,2.482716,"{6, 7}"
189.1789813572733,62.29442798244394,2.943259,"{6, 7}"
189.20820858125413,62.29461407829058,1.700812,"{6, 7}"
189.18897358115808,62.29488336017285,3.198147,"{6, 7}"
189.1758513303661,62.295435261364865,2.311401,"{6, 7}"
189.13444897139357,62.27636459167362,1.485325,"{6, 7}"
189.10908396102295,62.295019608427495,1.682664,"{6, 7}"
189.10232439214792,62.295551090178684,2.518,"{2, 4}"
189.12348017276966,62.27695607141126,1.38073,{7}
189.18074132438994,62.296932049945035,0.810963,"{6, 7}"
189.21388008334966,62.29747691521717,1.875704,"{6, 7}"
189.12934180347293,62.297099432725226,0.94361,"{2, 7}"
189.11979369753342,62.27853951258227,3.389084,"{6, 7}"
189.12569462488764,62.29779972295486,2.419977,{6}
189.133263315257,62.297378196034295,2.409403,"{2, 6}"
189.15941115331967,62.29738648221613,3.231031,"{6, 7}"
189.1237369895779,62.279253180094535,2.271534,"{6, 7}"
189.13510666210516,62.29785210982248,3.130187,"{6, 7}"
189.13120624096558,62.29785836596373,2.099679,"{6, 7}"
189.11497972759494,62.29865548773422,0.988556,"{6, 7}"
189.1361020307778,62.29869310601869,1.840337,"{6, 7}"
189.1672495647825,62.29919810050588,2.106075,"{6, 7}"
189.17141730737572,62.30013589566136,2.335212,"{6, 7}"
189.14957887438692,62.282954240590726,2.483883,{7}
189.12481360944662,62.301284035286976,3.174187,"{6, 7}"
189.10874409543823,62.30202514257247,4.527446,"{9, 6, 7}"
189.19830691225079,62.302363294270414,3.212849,"{6, 7}"
189.17743994614585,62.303314732860755,2.040192,"{6, 7}"
189.08486577933002,62.30291577205126,1.320921,"{6, 7}"
189.09505690855855,62.30298910980367,1.414,"{2, 4}"
189.116876556434,62.30389074594852,1.680128,"{6, 7}"
189.09794064042663,62.3043400195828,0.789423,{4}
189.10176215504214,62.30466179271271,2.125662,"{6, 7}"
189.11665826318665,62.28533974255516,0.5737,"{5, 6, 7}"
189.08967791310693,62.304887600906305,4.281159,"{6, 7}"
189.10349957244824,62.30539973279347,0.73683,"{6, 7}"
189.12497819925542,62.3063533948988,1.105,"{2, 4}"
189.19470602962534,62.307221885539256,2.05,"{4, 7}"
189.1276323455928,62.28773376157505,1.642122,"{6, 7}"
189.09827792394177,62.308361291309716,2.903091,"{6, 7}"
189.10263552099852,62.30876103500967,2.593414,"{6, 7}"
189.0884079941873,62.30881897135338,2.008813,"{6, 7}"
189.16398748435537,62.30975008543086,3.217983,"{6, 7}"
189.09956612520438,62.31178345695848,1.405899,{6}
189.14945065784917,62.290983183010255,1.745184,{7}
189.09843855345645,62.31355866054495,1.746438,"{6, 7}"
189.10051796659317,62.31416256843014,1.722341,"{6, 7}"
189.1212463,62.3149847,1.784118,"{6, 7}"
189.1067828955167,62.314964216505956,1.129651,"{6, 7}"
189.1077914471891,62.316389254542045,0.99905,{6}
189.09479238321157,62.317509188083385,1.784978,"{6, 7}"
189.10356471735884,62.318738703168314,2.040433,"{6, 7}"
189.10657205794033,62.32200574482619,2.317663,"{6, 7}"
189.30463963434855,62.14252236496614,2.982507,"{3, 4, 6}"
189.31071521403345,62.14370980539684,4.538394,"{6, 7}"
189.230856455075,62.14429878159142,2.085504,"{6, 7}"
189.2715529063514,62.144339590543986,4.428376,"{4, 6, 7}"
189.23951861057023,62.1444182563436,6.499864,"{6, 7}"
189.21315525926244,62.1445788242838,2.03617,"{2, 5}"
189.30031741367938,62.14470298100217,2.712894,"{4, 6, 7}"
189.27482160954887,62.144755322153195,3.933015,"{4, 6, 7}"
189.31274817114203,62.14515771058064,1.60275,"{2, 4}"
189.2333975094817,62.14546434243611,2.17301,"{2, 5, 9, 10}"
189.22720248147857,62.14567003062258,0.798528,"{6, 7}"
189.28581361039062,62.14583998434003,6.061953,"{6, 7}"
189.28907382204218,62.145947808455986,0.90177,"{6, 7}"
189.2259261488129,62.14637127493783,0.78298,"{2, 4}"
189.21219736072584,62.14707227230841,3.418832,"{4, 6, 7}"
189.2345573844948,62.147491696903735,7.228193,"{2, 6}"
189.27067632123956,62.14841846860489,5.872723,"{4, 6, 7}"
189.22711664616966,62.14851365035477,4.136548,"{6, 7}"
189.21280619442462,62.148636521306294,5.03902,"{6, 7}"
189.17919787054444,62.27663959727719,3.364471,"{6, 7}"
189.12302346115425,62.27359922469244,5.317101,"{9, 2, 5, 7}"
189.1751400311718,62.282263364871895,6.731529,"{6, 7}"
189.17686009075737,62.264542712858905,6.713335,"{6, 7}"
189.1792746635849,62.27589552759374,6.708933,"{6, 7}"
189.18617000457152,62.27086361455187,6.721544,"{6, 7}"
189.06920083370068,62.279237436700846,3.760311,{6}
189.09029232142439,62.28279928563003,4.08387,{6}
189.02753159906544,62.25374111337851,5.015611,"{6, 7}"
189.10967613453985,62.295060004644334,5.47899,"{6, 7}"
189.09145062295752,62.228103475281074,6.673315,"{6, 7}"
189.14568238731377,62.26425884794046,5.269098,"{6, 7}"
189.13562510818446,62.26387751139445,6.80193,"{6, 7}"
189.12108645620418,62.27780772276914,7.44091,{4}
189.30693307903354,62.15062198708077,3.13085,"{2, 5}"
189.07810812521814,62.262859404194366,4.025428,"{5, 6, 7}"
189.16692095716937,62.30251368586818,1.007113,"{6, 7}"
189.15506595373654,62.25900074325667,4.412777,"{6, 7}"
189.30921186380112,62.15142074554166,0.44607,"{2, 5}"
189.2068616883809,62.15137749994419,0.79032,"{2, 5}"
189.28484561589755,62.15199749076646,3.93756,"{4, 6, 7}"
189.27679344431587,62.15210017036903,4.524462,"{4, 6, 7}"
189.3081747114649,62.15216622379501,3.525628,"{6, 7}"
189.29395221785109,62.15309114027339,4.849099,"{6, 7}"
189.2782147265101,62.153123598155055,1.3226,"{2, 4}"
189.218171174207,62.15332845002671,2.991996,"{4, 6, 7}"
189.27208833832702,62.15363266864535,4.409614,"{6, 7}"
189.30305372783704,62.15374161390245,7.267835,"{4, 6, 7}"
189.26882687693666,62.15455760445574,3.0706,{7}
189.27547395166195,62.15468763796228,3.678834,"{6, 7}"
189.26351579368847,62.15479059557762,6.698129,"{6, 7}"
189.18692501618548,62.30697470875274,3.743264,"{6, 7}"
189.13870927909136,62.28393135137074,2.850793,"{6, 7}"
189.09508263190844,62.28457853610671,3.654705,"{6, 7, 9, 10}"
189.27830541058376,62.15611733723051,1.344959,{7}
189.17292196871398,62.29653428602333,5.44825,"{2, 5}"
189.04290591998014,62.251620535265864,6.934,"{2, 5}"
189.23704582653286,62.15638219741202,3.939404,"{6, 7}"
189.30197367897145,62.157058532470884,3.10872,"{6, 7}"
189.2689739485625,62.157289172367484,2.20895,"{2, 5}"
189.2511363977863,62.157226981583904,5.035797,"{2, 7}"
189.2699198613431,62.1573746487283,3.653012,"{6, 7}"
189.28915498737652,62.15834530783545,2.24197,"{2, 6}"
189.31143820573286,62.15874288671042,5.09519,{6}
189.29939108118273,62.15893774351929,2.19278,"{2, 5}"
189.29329909217,62.159452405256786,1.00244,"{6, 7}"
189.2588650493472,62.15966171606327,2.990214,{7}
189.2673495107146,62.16210513988645,4.715285,"{6, 7}"
189.28185764543022,62.16226002951149,4.55571,"{4, 5, 6, 7}"
189.2106274523228,62.163296948711135,6.54097,"{6, 7}"
189.2568153899246,62.163455996601094,2.023525,{7}
189.20953524327444,62.16395193247277,3.468956,"{5, 6, 7}"
189.20500624051795,62.16473154119706,2.178,"{2, 6}"
189.25903294775856,62.16563205663017,2.977794,{7}
189.2570688815497,62.16735109088329,5.860153,"{6, 7}"
189.27269925214208,62.16740926923668,6.687533,"{6, 7}"
189.24451049768393,62.168542175830225,1.12628,"{2, 6}"
