ra,dec,z_spec,z_flag
189.2711374605383,62.16878180075229,1.59887,"{6, 7}"
189.24725461713788,62.168972665249086,5.032604,"{6, 7}"
189.24834606205582,62.170161736625865,3.663129,{7}
189.21139986453835,62.17030361479848,8.365653,{7}
189.20715546708593,62.17039430209749,8.367743,{7}
189.19429272220287,62.1706946884832,5.27772,"{2, 4}"
189.19557945409707,62.17151246292257,2.76969,"{2, 6}"
189.27280526442172,62.17157623518613,3.481937,"{6, 7}"
188.9926194,62.2572598,2.228924,"{6, 7}"
189.18263732792423,62.17184550611708,1.462105,{7}
189.2714353454296,62.171955174233226,1.675324,{7}
189.2560961262193,62.17217221145551,0.75123,{7}
189.21135044658172,62.17251141988148,2.983296,{6}
189.27364257335987,62.17253483501943,2.595048,{7}
189.0160697,62.2551764,1.445579,"{6, 7}"
189.016842,62.2487748,4.154544,"{6, 7}"
189.0192183,62.251101,2.393627,{6}
189.0193019,62.2515078,2.580696,"{6, 7}"
189.20722390779983,62.17340045778666,3.723055,"{6, 7}"
189.18314294470042,62.17449081942231,0.76319,{7}
189.2240498301225,62.17461924734676,0.363,{2}
189.199065940172,62.174928785670815,2.30357,"{6, 7}"
189.0631389,62.2791378,3.964083,"{6, 7}"
189.2049165556346,62.17589298922348,2.98136,"{6, 7}"
189.21675056740995,62.17627885435191,2.973936,{6}
189.2111452652086,62.176619023833325,4.194643,{6}
189.19797812036626,62.17701667619287,7.137938,"{4, 6, 7}"
189.1095826,62.2785579,0.912034,{4}
189.22133010412898,62.17734916621201,2.302949,"{6, 7}"
189.24180657216812,62.17764219899708,7.2592,"{2, 5}"
189.2226659904823,62.17797419937886,4.219757,"{6, 7}"
189.2209552249875,62.1780656355787,3.654791,{7}
189.20825143748235,62.178094738815005,5.778538,"{6, 7}"
189.18836718536966,62.17836949045331,1.581828,"{5, 6, 7}"
189.30233736508646,62.17864640633832,6.038421,"{2, 5}"
189.1548052,62.2467584,4.335986,"{6, 7}"
189.1554602,62.2686119,0.83155,"{2, 4}"
189.19368958554875,62.17915317895877,3.200239,{7}
189.27948910345935,62.17973779015765,6.829889,"{4, 6, 7}"
189.18406685720404,62.18011952506235,3.240082,{7}
189.27600383927899,62.1804054928936,1.705815,"{6, 7}"
189.3061425869317,62.180581835460345,1.35987,"{2, 5}"
189.2101132581541,62.18091718658886,2.423773,"{6, 7}"
189.31400246196142,62.18181486889836,2.039548,"{6, 7}"
189.31139289599307,62.181912109447,4.41743,"{6, 7}"
189.2252564,62.2794747,3.234055,"{6, 7}"
189.21905753941658,62.18259392835841,2.197224,"{6, 7}"
189.2364322012008,62.18258206490345,5.212098,"{6, 7}"
189.21753088814603,62.18275424372939,7.131194,"{4, 6}"
189.29044252321947,62.18288233766609,3.663357,"{6, 7}"
189.2202418274359,62.183416233442344,2.255331,"{6, 7}"
189.27838656517386,62.18334381216309,0.79909,"{2, 5}"
189.29042771282903,62.18373090973647,4.42962,"{6, 7}"
189.2881530842954,62.183780446061114,6.034351,"{6, 7}"
189.2755461631716,62.1843159513566,1.52043,"{2, 5}"
189.27440711335464,62.184595370361365,1.94293,"{2, 4}"
189.22888680031022,62.18544003080009,3.854879,"{6, 7}"
189.20158341765682,62.185441043378006,7.41546,"{2, 4, 5}"
189.27825833547314,62.18623807481201,3.431008,"{6, 7}"
189.2355383843711,62.18638999950776,1.45677,"{2, 4}"
189.21085176413678,62.186611007336026,5.419479,{6}
189.2677869552851,62.18756998250405,2.24813,"{2, 4}"
189.24281719322087,62.188167614351755,3.730557,"{6, 7}"
189.3133065715288,62.188850195553556,4.859449,"{6, 7}"
189.30433219644655,62.18894883565289,3.66436,"{2, 4}"
189.23296861874906,62.189103903525215,8.632513,"{4, 6, 7}"
189.3079901185577,62.19023123101263,2.931535,"{6, 7}"
189.2429800792502,62.19074277115021,4.624234,"{6, 7}"
189.28969767152716,62.191635446348926,1.61827,"{2, 4}"
189.28601350216346,62.19204378139595,4.017966,"{6, 7}"
189.22595094472592,62.19277542877001,2.34102,"{2, 4}"
189.29505639625035,62.193572244151454,3.427647,"{6, 7}"
189.27767673204215,62.19416158898166,3.142521,"{4, 6, 7}"
189.2697780530334,62.194208144088975,4.444251,"{4, 6, 7}"
189.29757947798402,62.19452836578226,2.274077,"{6, 7}"
189.27735286725903,62.19460865705834,5.86922,"{6, 7}"
189.2972856587397,62.19479319083048,2.282322,"{6, 7}"
189.27183981495497,62.19517848504753,8.655932,"{4, 6, 7}"
189.23716218782076,62.19555086315354,2.333409,"{6, 7}"
189.27600756070174,62.19578154398156,5.869013,"{2, 4}"
189.27966099599124,62.19588781926669,1.7444,{7}
189.2310901788376,62.19601268950005,2.330489,"{6, 7}"
189.22123775405686,62.19704678634447,5.774714,"{6, 7}"
189.23178303507672,62.197303790111135,4.446331,{6}
189.30683978554688,62.19721872632457,1.24779,"{2, 5}"
189.29269422372712,62.19734571746461,1.77919,"{4, 7}"
189.31119345853404,62.19741418338665,2.595761,{7}
189.2884611549907,62.19815943397151,2.971938,"{6, 7}"
189.21434729968624,62.198273303905985,2.0661,"{6, 7}"
189.20844417836864,62.19864069819659,2.954081,"{2, 7}"
189.24168614339584,62.19922620361526,1.346562,"{6, 7}"
189.21015757300103,62.1993962507471,1.34757,"{6, 7}"
189.293744247697,62.19942516357453,3.696551,"{6, 7}"
189.2176869487307,62.199491958871064,9.745889,"{6, 7}"
189.23291808582934,62.199555212006686,2.008334,{6}
189.19786959317335,62.19960419104729,3.774102,"{6, 7}"
189.2420751818724,62.200024523679254,2.34276,"{5, 7}"
189.2212694316401,62.200199814786345,2.083538,"{6, 7}"
189.23848216519252,62.200219640839855,5.180218,"{6, 7}"
189.31186292554386,62.20056575939251,5.231263,"{6, 7}"
189.2034444836324,62.20091166413038,1.77794,"{2, 7}"
189.3147108660292,62.202385647863586,3.426458,"{6, 7}"
189.21001312691106,62.20270082448215,3.178931,{7}
189.20353319162822,62.203334777876485,7.19012,"{2, 4}"
189.23509901505648,62.203762706219244,4.211838,"{6, 7}"
189.2288420400501,62.203998723392345,6.544838,"{8, 10, 3, 7}"
189.27307170753838,62.204421624637305,4.416289,"{6, 7}"
189.2183999958938,62.20469549824179,2.574523,{7}
189.20614144248262,62.206250222433745,2.219715,"{4, 5, 6, 7}"
189.31937483261444,62.20674630552308,2.04384,"{5, 6, 7}"
189.28642116251103,62.20701727996561,5.963918,"{9, 6, 7}"
189.19901465874847,62.20702454663444,4.950616,"{6, 7}"
189.221830211203,62.20735742924894,6.545391,"{6, 7}"
189.30150176972822,62.20760770524368,2.314581,"{4, 5, 6, 7}"
189.28144224199454,62.20763300813912,1.89269,"{2, 4}"
189.30646706348674,62.20775528790954,5.223681,"{6, 7}"
189.28582194514945,62.20793211502434,0.644554,{7}
189.31348900652273,62.208182021914936,2.591558,{7}
189.3061692765683,62.20920468218798,5.224388,"{6, 7}"
189.15385164682448,62.20963738968469,1.69522,"{2, 4}"
189.2065170579258,62.21000760334682,2.020671,"{4, 5, 6, 7}"
189.15632178349725,62.21000215898184,5.182159,"{6, 7}"
189.21822175647657,62.210137212148986,2.407368,{7}
189.30206064473546,62.21026596262045,1.1,"{2, 4}"
189.2397959655134,62.21082960409861,9.633349,"{4, 5}"
189.28646863213854,62.21087268521868,6.29303,"{2, 4, 5}"
189.28069527525673,62.21082721664087,6.544665,"{6, 7}"
189.24171075214426,62.21099066456801,5.379499,"{6, 7}"
189.30018050136218,62.21121406438937,3.922671,"{5, 7}"
189.1628538944893,62.21190544375392,3.662592,"{6, 7}"
189.275236697665,62.212440937670344,7.430084,"{6, 7}"
189.2215107609337,62.21253481495623,2.686413,{7}
189.2014714184845,62.212757141784074,4.614479,"{6, 7}"
189.22780068158954,62.213219404814794,0.89414,"{2, 4}"
189.2176824942948,62.213724073525434,0.906917,{7}
189.20520733895856,62.21375492219828,2.202889,{7}
189.2336085197183,62.21395188073819,2.4577,{4}
189.21194065256836,62.21610622350774,0.99938,"{2, 5, 6}"
189.22120778045925,62.21652383697219,5.181203,"{6, 7}"
189.25032109052998,62.216599671882044,3.687291,"{6, 7}"
189.16801573338063,62.21701309223349,5.872423,"{6, 7}"
189.220892467644,62.21704273309032,4.352435,"{8, 2, 5}"
189.20693516404364,62.217413500389114,1.703886,"{4, 5, 6, 7}"
189.24897722273775,62.218350165921265,5.167278,"{6, 7}"
189.1652388991188,62.21837300644856,2.99088,{4}
189.250736927531,62.21889134965563,4.214288,"{6, 7}"
189.23544903462533,62.22042985596663,5.178756,"{6, 7}"
189.2301458016039,62.220804344354725,5.395893,"{6, 7}"
189.22684810213482,62.22164481592575,3.03463,{7}
189.22485806649723,62.222524719579965,2.031884,{7}
189.01189,62.290219,0.363405,"{2, 6}"
189.01588,62.290734,0.766424,"{4, 5, 6, 7, 9, 10}"
189.01633,62.289091,1.353332,"{2, 4, 5}"
189.01667,62.288629,0.84785,"{2, 7}"
189.01808,62.289782,0.527805,"{6, 7, 9}"
189.01808,62.286169,0.6097,"{2, 5, 7}"
189.01864,62.293321,2.219558,"{6, 7}"
189.0217729,62.2965892,1.39199,"{4, 5, 7}"
189.02376,62.298819,2.268625,"{4, 5, 7}"
189.0238,62.298163,0.437397,"{4, 5, 7}"
189.02485,62.289728,0.388854,"{4, 5, 6, 7}"
189.02677,62.289835,1.365033,"{6, 7}"
189.02941,62.276769,0.342924,"{5, 7}"
189.03027,62.300368,1.366026,"{3, 6, 7}"
189.03183,62.29057,2.051504,"{6, 7}"
189.03573,62.290505,0.672185,{6}
189.03709,62.279768,2.273343,"{6, 7}"
189.03731,62.29827,0.583597,"{6, 7}"
189.03784,62.279502,1.3288,"{6, 7}"
189.03815,62.300018,0.422756,"{6, 7}"
189.03842,62.27466,1.63048,{4}
189.03854,62.302469,0.678376,"{6, 7}"
189.03957,62.287806,2.38102,"{6, 7, 9, 10}"
189.03988,62.307322,0.87552,"{6, 7}"
189.04048,62.281142,1.804854,"{6, 7}"
189.04114,62.286567,0.798593,"{2, 6, 7}"
189.04186,62.302723,2.450062,"{6, 7}"
189.04227,62.29676,1.484277,"{6, 7}"
189.04307,62.279347,1.677411,"{6, 7}"
189.0444,62.301395,2.810863,"{6, 7}"
189.04612,62.280909,1.692222,"{6, 7}"
189.04673,62.279597,3.859809,"{6, 7}"
189.04684,62.280822,1.804459,"{6, 7}"
189.04747,62.285637,1.933459,"{5, 7}"
189.04784,62.296502,0.573349,"{2, 5}"
189.04969,62.2987,0.679,"{2, 6}"
189.05371,62.282446,0.345885,"{2, 7}"
189.05404,62.283057,0.682714,"{2, 7}"
189.057,62.281125,0.465583,"{2, 7}"
189.05866,62.28155,1.144838,"{6, 7}"
189.24855494108886,62.232913173428955,2.922625,{7}
189.25575573296283,62.2334634563305,0.690872,{6}
189.23610516401158,62.23344338237552,0.839,{7}
189.226124046925,62.234986370397465,2.412587,{7}
189.25929368242478,62.23546084528019,7.141298,"{6, 7}"
189.25889023689777,62.23744604161774,7.13798,{6}
189.24982267791444,62.2412207190672,7.145964,{6}
189.26442114184687,62.24660828346517,0.259039,"{5, 6, 7}"
189.28251757896606,62.140595195784265,7.7979,"{2, 4}"
189.23575622287234,62.14118780865289,6.732293,"{6, 7}"
189.27960896858838,62.141900809901436,2.028521,"{4, 6, 7}"
189.2911108877403,62.142670246343684,0.900859,"{4, 6, 7}"
189.29373820436706,62.14426343316879,2.179903,"{4, 6}"
189.28107900269012,62.14273465957795,1.674825,"{6, 7}"
189.22461219119157,62.14352073873468,2.060796,"{6, 7}"
189.31297206010726,62.144564141280526,2.817566,"{6, 7}"
189.23440730309952,62.144955230613014,2.519875,{4}
189.27364966028932,62.14574731350845,1.412606,{4}
189.22913706485062,62.14618980665186,5.038482,"{4, 6, 7}"
189.21924739186505,62.14625602057628,5.272081,"{6, 7}"
189.28692369274353,62.1464063164265,1.08589,"{2, 4}"
189.21073390402026,62.147085157134924,5.03954,"{4, 6}"
189.26751097085577,62.149708032874464,1.999332,"{9, 6, 7}"
189.31030020743276,62.15021329516006,3.98559,"{6, 7}"
189.05893,62.28556,1.802013,"{6, 7}"
189.23813460423858,62.150963108647424,3.990793,"{6, 7}"
189.23845387085498,62.1511862099402,1.377048,"{6, 7}"
189.20988300415306,62.151608151883075,3.972789,"{3, 6, 7}"
189.28368154619548,62.152619708459135,2.713726,"{4, 6, 7}"
189.29777486444803,62.15283556519032,2.991463,"{4, 6, 7}"
189.27729346680664,62.153003386033454,4.411857,{7}
189.2778841366073,62.153349798767636,1.605744,"{6, 7}"
189.2153021304957,62.15335647430786,1.474422,"{4, 6}"
189.29571150402816,62.15520087188174,2.984292,"{4, 6, 7}"
189.24737084480867,62.15869745513688,2.998375,"{6, 7}"
189.00801,62.27413,1.37125,"{6, 7, 9}"
189.27434705095843,62.15685339460909,1.644568,{7}
189.28171452460504,62.157226518736834,2.271759,"{6, 7}"
189.03082,62.29395,2.982325,"{6, 7}"
189.03151,62.29047,2.058359,"{5, 6, 7}"
189.313125674348,62.15909217757382,3.004549,"{4, 6, 7}"
189.04704,62.28664,1.459,"{2, 4, 5}"
189.05597,62.28738,1.776488,"{2, 3, 4, 5, 6, 7, 9}"
189.06609,62.28128,1.449533,"{2, 4, 5}"
189.28340881690477,62.15885583896276,2.080129,"{2, 4}"
189.26223766068426,62.15916934267261,1.441497,{7}
189.31033649885111,62.15964787681591,2.998466,"{4, 6, 7}"
189.2509623613701,62.160381532822065,5.038028,"{6, 7}"
189.27572133569063,62.161689005143515,5.037981,"{6, 7}"
189.2494299293447,62.164490609079316,2.029638,{6}
189.28955413176368,62.165459137148765,4.630999,"{3, 5, 6, 7}"
189.28108971774157,62.165824659533335,2.464173,"{4, 5, 6, 7}"
189.27551537141665,62.16667188696512,3.414266,"{6, 7}"
189.25377946456737,62.16701122040707,2.458162,"{6, 7}"
189.197193552079,62.16706228290997,6.540903,{7}
189.26571836457276,62.16839331645808,4.135302,"{3, 7}"
189.29037310629874,62.168793130167735,2.996,{6}
189.25096347173164,62.1689941992959,3.9348,"{6, 7}"
189.21688735101773,62.16932696327893,2.298363,{7}
189.20084401235144,62.169773350901195,2.762859,"{6, 7}"
189.2658848439664,62.16971271916997,4.129196,"{6, 7}"
189.28608530060282,62.169879190690175,11.167,"{2, 4, 6}"
189.24414242153242,62.16993456004292,4.705631,"{6, 7}"
189.26304806499655,62.170384740403314,2.75531,"{4, 7}"
189.29056719637512,62.17121104300687,3.391281,{7}
189.2050167328146,62.17208648443175,0.961879,{7}
189.1996971610406,62.172290411440834,1.733608,{7}
189.27869654625172,62.17290800435185,3.65688,{7}
189.18909847952307,62.17421483711497,0.884753,{7}
189.2013634816586,62.17618510208496,1.917361,{6}
189.22213448891617,62.17662417073006,1.978397,"{6, 7}"
189.30765103491092,62.17745984915343,3.362815,{6}
189.23014077253188,62.17683048545504,4.247646,"{6, 7}"
189.2128094554202,62.17706580741802,2.973367,"{10, 6, 7}"
189.2127445658417,62.17728890798617,1.645805,"{6, 7}"
189.2064091526391,62.1771420391114,5.783446,"{6, 7}"
189.19739593879788,62.17723312736484,4.129937,"{6, 7}"
189.2197253927839,62.17745033290424,1.495946,"{4, 6, 7}"
189.28339063435592,62.17752912340789,2.934836,"{6, 7}"
189.19036418224516,62.17794239196137,3.232538,{7}
189.21476887237674,62.17823496949269,2.976968,"{3, 4, 6, 7}"
189.30893473636803,62.17899505904411,0.81742,"{4, 6, 7}"
189.23638059544234,62.17865215345416,0.943534,"{6, 7}"
189.26918258090538,62.1786117044901,1.541189,{6}
189.28526301523308,62.17903405981586,2.461275,"{6, 7}"
189.20451737228473,62.17913912034558,4.674199,"{6, 7}"
189.1854988611722,62.179808194320955,6.764337,"{6, 7}"
189.2940857695172,62.1805405562213,2.291379,"{6, 7}"
189.3002437862884,62.180791254028904,1.569864,"{4, 6, 7}"
189.18051174278185,62.18046542112819,8.60253,"{4, 7}"
189.19994432350796,62.18121733090918,2.941434,"{6, 7}"
189.19468185059083,62.181720457854354,5.183932,"{6, 7}"
189.29563672997253,62.1818852869047,3.358386,"{6, 7}"
189.23333916839826,62.1820949227498,1.55703,{4}
189.31500879599233,62.18264651785033,1.024339,"{6, 7}"
189.21884500911065,62.183198797034684,4.22003,"{6, 7}"
189.22861311924348,62.183654548106176,0.956471,"{6, 7}"
189.19959215217187,62.18497321767923,2.345324,"{6, 7}"
189.20183486667133,62.18575484405735,3.92665,"{6, 7}"
189.19656217466076,62.186048284769015,2.60851,{4}
189.22740952512424,62.18650659670229,2.29785,"{4, 6, 7}"
189.23797853889903,62.18630332039843,3.153916,"{6, 7}"
189.2824630838061,62.1893039960478,1.595182,{4}
189.26683894488494,62.189889794448035,2.041493,"{4, 6, 7}"
189.27310950217233,62.19008850309343,4.152508,"{4, 6, 7}"
189.28143553119776,62.19031530144504,3.668635,"{4, 5, 6, 7}"
189.19845804230917,62.19065901058084,2.081039,"{6, 7}"
189.22145674486958,62.19240220613234,3.251244,"{4, 6, 7}"
189.29982772632823,62.19197201389159,1.788128,"{6, 7}"
189.2776131310575,62.19219760362192,3.23311,"{3, 6, 7}"
189.2786201488825,62.192441185161485,4.428352,"{6, 7}"
189.28550161225357,62.19273186524141,2.507535,"{4, 6, 7}"
189.20578435543945,62.192809837025194,2.603095,"{6, 7}"
189.29870870455102,62.19324839294793,3.73386,"{6, 7}"
189.28018270535753,62.193130365060455,0.9368,"{6, 7}"
189.28129382428895,62.19330041409404,2.807461,"{6, 7}"
189.28245480227295,62.193840905038165,0.549971,{7}
189.22624870560682,62.19426499743148,0.778863,"{6, 7}"
189.3106122675535,62.19443129466115,4.413834,"{6, 7}"
189.26104247439125,62.19482094723388,2.852868,"{6, 7}"
189.30217248508876,62.19478038204306,3.188153,{7}
189.2288977856098,62.19547699638943,2.976897,"{4, 5, 6, 7}"
189.19531469740303,62.19579937091339,1.051445,"{4, 5}"
189.1944023737518,62.19617541326057,3.726779,"{6, 7}"
189.27748708687307,62.19583850149064,1.78608,"{6, 7}"
189.29614691634185,62.19614905938867,2.410782,"{6, 7}"
189.3149527284208,62.19629742982105,2.934634,"{6, 7}"
189.21464426255625,62.196924096059206,3.446728,"{6, 7}"
189.26488169220622,62.19783256185314,1.659489,{7}
189.22748057768126,62.19743872722234,3.14607,"{5, 6, 7}"
189.30037818537394,62.19792944430783,0.956863,"{6, 7}"
189.23033853038243,62.19808447870117,4.46017,"{2, 4, 5}"
189.22714459635608,62.19837371156736,1.791502,{7}
189.30310947025725,62.19842618025661,2.630808,"{6, 7}"
189.2932284000273,62.19900294504311,5.228928,"{6, 7}"
189.31011057234738,62.198515164873086,2.062282,"{4, 6, 7}"
189.22413263154252,62.198629997511105,2.417268,{7}
189.30848363170284,62.19910258711254,2.603255,{7}
189.27592199627156,62.19919983093855,3.672813,"{6, 7}"
189.2333815469682,62.19926118558555,3.234854,"{6, 7}"
189.20377062334032,62.19963856383244,2.38276,{4}
189.24058866658922,62.19954937881643,2.73562,"{2, 4}"
189.22025679980803,62.19967895219374,5.18598,"{6, 7}"
189.21708138344107,62.20034127299411,1.795301,{7}
189.20735092748146,62.200468858801955,3.214395,"{6, 7}"
189.20609331630772,62.20050402276852,2.431625,"{6, 7}"
189.20330259796344,62.2005805064482,0.9885,"{2, 4}"
189.27924055507518,62.206851938852914,2.919125,"{6, 7}"
189.2911093697827,62.210600393989,0.954373,"{9, 2, 4}"
189.20996511360417,62.20140379314698,2.848734,{7}
189.23197125786777,62.20233041140709,6.545853,"{6, 7}"
189.21618421155932,62.20223630109797,1.806987,{7}
189.1976326243129,62.203041304136725,1.565782,{7}
189.1993776734077,62.2036028114666,1.83601,"{2, 5}"
189.20294216154755,62.204653911699545,5.186089,"{6, 7}"
189.27469701931585,62.204544786674596,3.671994,"{6, 7}"
189.22582389614723,62.204214693412936,6.550387,"{6, 7}"
189.19722482248952,62.204410778451276,2.802099,{7}
189.2247579438089,62.205260024670096,1.5298,{4}
189.28169795789046,62.20555024959594,2.82507,"{2, 4}"
189.30683809212172,62.20610261259651,2.275562,{7}
189.3195798810313,62.2064839134615,1.45799,"{2, 5}"
189.21867905329393,62.20685386740237,2.062411,"{6, 7}"
189.2160836828562,62.20711018572861,2.01818,{7}
189.22462296563174,62.206811771579005,1.80057,"{6, 7}"
189.23749002546526,62.20694549574707,2.14312,"{2, 4}"
189.2096822503862,62.207252037072735,5.179485,"{6, 7}"
189.20789795705522,62.20750141620577,2.01107,{7}
189.3106473119761,62.20704794075293,2.471365,{7}
189.1954655839267,62.20722437401489,2.962148,"{8, 11, 7}"
189.21495280563136,62.20797855767568,3.212581,{7}
189.14928355934762,62.208303143506186,3.965488,"{6, 7}"
189.27276620140813,62.21085059859511,3.41476,{4}
189.239114535957,62.21093755816469,9.74351,{4}
189.1484725201685,62.21165962686518,5.486216,"{6, 7}"
189.2916425,62.2118435,1.222533,"{4, 6, 7}"
189.2964163705811,62.211836212326915,3.425314,{7}
189.19732884144042,62.21201532510898,4.350489,"{6, 7}"
189.24328134746654,62.212238560822264,1.251548,{6}
189.1942181047572,62.212505543616544,4.614982,"{6, 7}"
189.2020154794345,62.21292183046616,2.023884,{7}
189.19472097400137,62.2461233679701,2.005129,"{6, 7}"
189.1553321551909,62.21577162177739,2.850642,{7}
189.27544872581637,62.21413534445617,4.40382,"{4, 5, 6, 7}"
189.21766458056058,62.2144971260055,2.422824,"{6, 7}"
189.16892564135557,62.214897459890544,1.477527,{7}
189.20628969144744,62.215329838501034,5.182127,{6}
189.23669481769522,62.218056084377544,1.27362,{4}
189.16192286203085,62.21591370045181,1.158847,"{4, 5, 6, 7}"
189.24135324581792,62.21625070185368,2.435849,"{6, 7}"
189.21988721299863,62.216395366588955,3.868008,"{6, 7}"
189.23432517868594,62.21668394688576,3.293483,{7}
189.2061376772858,62.221318664128894,1.233081,"{6, 7}"
189.20603051902938,62.22180918840521,1.26273,"{2, 4}"
189.23922477278447,62.21979997818171,5.389984,"{6, 7}"
189.2279743843627,62.22076899841926,2.045026,"{6, 7}"
189.07921438204755,62.24215542969198,2.303023,"{6, 7}"
189.2175484609839,62.223768761400926,2.997226,{7}
189.21334746565205,62.22475430792303,1.992069,{6}
189.2528848003984,62.2315972900884,2.397528,"{3, 6}"
189.23160298611933,62.23332042854528,0.560391,{7}
189.23919969791282,62.23409012187517,1.241745,{7}
189.2378761240454,62.23408219810967,5.79759,"{6, 7}"
189.2330269976408,62.236777138783275,3.908048,"{6, 7}"
189.254605,62.236679,5.084486,"{6, 7}"
189.25472523606166,62.236760026657215,1.574514,{7}
189.242574755267,62.23852660400713,5.11384,"{6, 7}"
189.18588698408834,62.245095791935064,2.98089,"{6, 7}"
189.2674103579094,62.24780388193027,2.211706,{6}
189.18658160712423,62.270907698694735,6.727165,"{6, 7}"
189.18710259520998,62.281487836733206,3.338396,{7}
189.21867579625723,62.27691115086168,0.51419,"{2, 7}"
189.26356348979405,62.24915012215565,5.148892,"{3, 4, 6}"
189.2629857230844,62.25010622995946,4.406786,"{6, 7}"
189.27059399714904,62.25156683689371,4.402696,"{6, 7}"
189.1992869184996,62.279460556619405,4.069103,"{8, 11, 7}"
189.14837041548506,62.25364501022181,5.303099,"{6, 7}"
189.19212440586114,62.1506246134611,3.065085,"{6, 7}"
189.18773929147272,62.2750159895747,2.979059,"{5, 6, 7}"
189.18935819382747,62.2805922907836,3.235163,{7}
189.1883912777851,62.28120139872624,3.239009,"{4, 5, 6, 7}"
189.18483337858513,62.27308403906693,4.078651,"{6, 7}"
189.30135920137002,62.140900730329065,3.351423,"{6, 7}"
189.29503956854012,62.141057157058356,0.90539,"{6, 7}"
189.21611912697034,62.141280356236905,1.82599,"{4, 7}"
189.20812135084873,62.14482113980465,2.553,{4}
189.19373152660606,62.14719625753757,2.377,{4}
189.20446320530093,62.14888967711215,2.080016,"{6, 7}"
189.19885888259952,62.14980911202601,2.64323,"{6, 7}"
189.2003487781803,62.15220118903693,0.955347,"{6, 7}"
189.18142914518006,62.169806716589605,0.961145,{7}
189.16918953823432,62.1721346894832,0.955491,{7}
189.17763443295246,62.17207613131461,1.725346,"{5, 6, 7}"
189.17153686848496,62.178886028809636,0.911,{7}
189.28394057634426,62.19696597095106,1.122,"{2, 4}"
189.2275966890794,62.19760171777597,3.14556,{7}
189.3119432664047,62.199136289219545,2.16604,"{4, 6, 7}"
189.17930358183668,62.23039328268486,2.987559,{7}
189.15706248004446,62.26697641433065,2.813881,{7}
189.15779340435833,62.26970756595032,0.920257,"{5, 7}"
189.11788937612732,62.27389948820881,0.929,"{2, 5}"
189.18150993681414,62.276049473762086,1.488201,{7}
189.2194784469628,62.277338076360564,2.372261,{7}
189.2050559984452,62.277702049551706,2.03784,"{4, 7}"
189.22903565522984,62.27789948998547,1.866401,{7}
189.20575218625316,62.27806503038364,2.21883,{7}
189.230562904127,62.278169409439606,1.48524,{7}
189.18895621101626,62.280788331481105,1.224743,{7}
189.20307329785237,62.14392846246134,7.567909,"{4, 6, 7}"
189.26354234910517,62.16843538802522,4.125498,"{6, 7}"
189.26791511302022,62.25149396748963,4.416974,{6}
189.2264083,62.15119722,1.85693,"{2, 5, 7}"
189.2016017,62.1420772,1.1,{4}
189.2135847,62.1411596,1.408013,"{4, 6}"
189.2903333,62.14469444,4.43382,"{2, 3, 5, 7, 9, 10}"
189.20904,62.20461,0.959579,"{2, 4}"
189.19960317856535,62.19282375620478,2.24597,"{6, 7, 9, 10}"
189.1379309402155,62.26726836968593,2.962043,{7}
189.2893225320991,62.206863236282906,2.63585,{7}
189.2264275,62.24287833333333,0.582308,"{5, 6, 7}"
