ra,dec,z_spec,quality
189.01949166666668,62.26171111111111,0.45814,4
189.23290416666666,62.36060277777778,0.58517,4
189.1784625,62.33377222222222,0.8547,4
189.08452499999999,62.291555555555554,0.84802,4
189.19732499999998,62.342980555555556,0.8894,4
189.292225,62.386944444444445,1.25873,3
189.13635416666668,62.31243611111111,0.48264,3
188.92945000000003,62.215525,0.85093,4
189.27437916666668,62.37520555555555,0.48699,4
189.1504833333333,62.31805833333333,0.68091,4
189.00641666666667,62.253725,0.29846,4
189.214375,62.34820277777778,0.74409,4
189.22366666666667,62.353141666666666,0.47244,4
189.1434875,62.31379444444444,0.50267,4
189.17106666666666,62.32645277777778,0.60878,4
189.03334166666667,62.264919444444445,0.45894,4
188.9988541666667,62.24628611111111,0.53056,4
189.2844,62.3811,0.20459,4
189.02512916666666,62.25884722222222,0.45424,4
189.26625833333335,62.36850555555556,1.0084,3
189.19027499999999,62.33354166666667,1.01771,3
189.13260833333334,62.30566944444444,0.94337,4
189.12510833333334,62.304899999999996,0.50325,4
189.05147916666667,62.268927777777776,0.76599,4
189.20139583333332,62.33606666666667,0.90812,4
189.28544166666669,62.375166666666665,1.25267,3
189.11169166666667,62.29578333333333,0.52939,3
189.24049166666666,62.357216666666666,0.52817,3
189.04315416666668,62.26265277777778,0.94555,3
188.97055416666666,62.22803888888889,0.94715,3
188.9840625,62.23413333333333,0.94528,3
189.12809166666668,62.30190277777778,1.02302,3
188.92340833333333,62.20589722222223,0.63882,4
188.90624166666666,62.19801944444444,0.37585,4
189.11992916666665,62.29708055555555,0.9437,3
188.98669166666667,62.23511388888889,1.0275,3
189.17199583333334,62.320008333333334,1.25991,4
189.1793708333333,62.32351111111112,0.68227,4
189.2129375,62.340925000000006,0.74473,4
189.20307916666667,62.33406666666667,1.01161,4
189.1480625,62.309461111111105,0.6806,4
188.92244166666666,62.20491388888889,0.45862,4
188.93909166666668,62.210211111111114,0.71331,4
189.07492499999998,62.276383333333335,0.68011,4
188.97043333333335,62.2247,0.4092,4
189.04525416666667,62.25886111111111,0.94472,3
188.90717083333334,62.19467777777778,0.4091,4
189.15733333333333,62.31239444444444,0.68174,4
189.13425416666666,62.29927222222222,1.01296,3
188.92108333333334,62.193463888888886,0.49673,4
189.17795416666667,62.320861111111114,0.94748,3
189.23635833333333,62.346852777777784,1.36488,3
189.18982916666667,62.327533333333335,0.27668,4
189.08486249999999,62.27526666666667,0.74633,4
189.1710833333333,62.31529166666667,0.2983,4
189.08850416666667,62.27778611111111,0.45874,4
189.07863333333333,62.2726,0.50232,4
189.21849166666667,62.33683055555556,1.263,3
189.18906249999998,62.32351944444445,1.14397,4
189.1990875,62.32872777777778,0.50719,4
188.95374583333333,62.21220277777778,0.41016,3
188.92330416666667,62.19758333333333,1.10725,4
189.00071250000002,62.2358,0.11367,4
189.09038750000002,62.27654444444445,0.52924,4
189.25302083333335,62.35073611111111,1.03914,4
188.98288333333335,62.22578333333333,1.29588,4
189.27458750000002,62.36405555555556,0.3308,4
189.0863,62.27279722222222,0.68007,4
189.29282916666668,62.36889166666667,0.50204,4
189.2922125,62.368319444444445,1.36442,3
189.25475833333334,62.352586111111115,0.79966,4
189.090325,62.27450833333333,0.74676,4
189.2100125,62.33045277777778,1.01638,4
188.93836666666667,62.206138888888894,0.4734,4
188.988325,62.228633333333335,0.39497,4
188.97600833333337,62.22055277777778,0.67555,4
189.29510833333336,62.36977777777778,1.36444,4
188.96822916666667,62.216705555555556,1.32996,3
189.01715833333333,62.24020277777778,0.74789,4
189.076875,62.267091666666666,0.79803,4
189.00752083333333,62.234775,0.43592,4
189.02471666666668,62.24328055555556,0.40836,4
189.25260833333334,62.34845555555556,0.7939,4
189.261,62.352561111111115,0.79528,4
189.2761541666667,62.360058333333335,0.90317,4
189.21066666666667,62.32946666666667,1.01587,4
189.19185000000002,62.31948333333334,0.29953,4
189.2813125,62.36321388888889,1.44979,4
189.21725833333332,62.33109166666667,0.55029,4
189.08847083333333,62.27178055555555,0.68131,4
189.11095833333331,62.281213888888885,0.59459,4
189.07261666666665,62.26423888888889,0.37584,4
188.99710000000002,62.22790555555556,0.41141,4
189.26667083333334,62.353522222222225,0.48545,4
189.2928,62.365233333333336,0.77624,4
189.08251249999998,62.26703611111111,1.35672,3
189.0318208333333,62.244847222222226,1.47844,4
189.3064125,62.37110555555556,0.97462,4
189.25185833333333,62.34444444444445,0.80103,4
189.24882083333333,62.343694444444445,0.45616,4
189.18915416666667,62.316902777777784,0.45454,4
189.12037916666665,62.28285277777778,0.84891,4
189.1807375,62.31018333333333,0.55633,3
189.20410416666664,62.32149722222223,0.47378,4
189.17194583333333,62.30790555555555,0.84705,4
188.991575,62.22244166666667,0.39501,4
188.9537875,62.19586666666666,0.1192,4
189.27827916666666,62.35474722222222,0.40615,3
189.15878333333333,62.296527777777776,0.45471,4
189.26377916666667,62.34905555555556,0.79907,3
188.94839583333334,62.20195833333334,0.0787,4
188.95028333333335,62.203541666666666,0.50836,4
189.0251583333333,62.23576111111111,0.55602,4
189.27597083333333,62.35306666666667,1.36316,3
189.10527916666666,62.272666666666666,0.6399,4
188.93020416666667,62.19234722222222,0.5583,4
189.18320416666666,62.309172222222216,0.84126,4
189.02062916666665,62.23465,0.4364,4
189.072175,62.25821666666667,0.84975,4
189.3087875,62.36660277777778,0.59467,4
189.2815541666667,62.35324166666667,0.59477,3
189.20677916666668,62.32115,0.27553,4
189.17238749999999,62.302369444444444,0.52854,4
189.10961666666665,62.27341111111111,0.64001,4
189.3067,62.36521666666667,0.5953,4
188.98824583333334,62.21585,0.71219,4
189.27767916666667,62.352111111111114,1.36404,4
189.0571,62.24805277777778,0.68536,4
189.03805416666665,62.241144444444444,0.07454,4
188.9844625,62.21445833333333,0.71158,4
189.15695416666668,62.296188888888885,0.55558,4
189.31750833333334,62.37051944444445,0.50449,4
189.31448749999998,62.36740555555556,1.36261,4
189.19029166666667,62.30974444444444,0.58728,4
189.0889125,62.26278333333333,1.24107,3
188.94026250000002,62.194380555555554,0.47344,4
188.95270833333336,62.19826944444444,1.00073,3
189.2802,62.35107222222222,0.5943,4
188.9663166666667,62.20476388888889,1.00121,4
188.93056666666666,62.18841388888889,0.23109,3
189.13554166666665,62.28315,0.4372,4
188.99226666666667,62.215722222222226,0.51387,4
188.97305,62.20898888888889,0.84183,4
189.15957916666665,62.294558333333335,0.60417,4
189.0405583333333,62.239625000000004,0.7803,4
189.061275,62.24838611111111,1.02269,3
188.93064166666667,62.18354722222222,0.55917,4
189.29654166666668,62.357172222222225,1.30349,3
189.08499166666667,62.25839166666667,0.7471,4
189.02376666666666,62.22932777777778,0.31766,4
189.28915833333335,62.35279166666667,0.94412,4
189.205975,62.31539166666666,0.51294,4
189.05177083333334,62.24400555555555,1.43339,4
189.31296666666668,62.363936111111116,0.07544,4
189.298975,62.35661388888889,1.30652,4
189.13949166666666,62.28419722222222,0.4543,4
189.09374583333332,62.262347222222225,0.63934,4
189.306125,62.360261111111114,0.27546,4
189.23093749999998,62.324580555555556,0.51596,4
189.288175,62.35317222222223,0.47604,4
189.21810833333333,62.319388888888895,0.38741,4
189.0800708333333,62.25355277777778,0.78337,4
188.99155833333333,62.21197777777778,0.71222,4
189.20897083333332,62.313694444444444,0.38692,4
189.15844583333333,62.29138611111111,0.55531,4
189.20524583333332,62.31341388888889,0.59507,4
188.97564583333335,62.20476666666667,0.63772,4
189.26919583333333,62.340947222222226,0.79928,3
189.2328,62.32545555555556,0.52874,4
189.26498750000002,62.33945555555556,0.29804,4
189.041125,62.23496388888889,0.47281,4
188.99572083333334,62.21314166666667,1.00061,4
188.96837083333335,62.20107777777778,0.45886,4
189.12189166666664,62.27198611111111,0.84486,4
189.20770833333333,62.31106388888889,0.23047,4
189.00399583333333,62.21725,1.1407,4
189.04838333333333,62.236536111111114,0.59701,4
189.02289166666668,62.225275,0.3899,4
189.337925,62.371122222222226,1.0299,4
189.28255000000001,62.34628333333333,1.03828,3
189.07785,62.250930555555556,0.85063,4
189.08101249999999,62.25156666666667,0.78214,4
189.28955000000002,62.34829722222222,0.63353,4
188.95246666666668,62.19219722222222,0.84287,4
189.33330416666666,62.368030555555556,1.25455,4
189.08049166666666,62.250416666666666,0.34763,3
188.93715,62.18326944444444,0.84113,3
189.10637499999999,62.263525,0.63796,4
189.2950875,62.35058055555556,1.01114,3
188.98031666666668,62.20345555555556,0.33789,4
189.11547083333335,62.26723055555556,0.51808,4
189.30704583333335,62.354977777777776,1.03776,4
189.07480833333332,62.24925555555556,0.3369,4
189.21456666666666,62.313205555555555,0.14058,3
189.135975,62.274788888888885,1.48509,3
189.31002083333334,62.356425,1.02888,4
189.09552916666664,62.25738333333334,2.59196,4
189.16161666666667,62.28509722222222,0.68209,4
189.21532916666666,62.311502777777775,0.78875,4
189.2014583333333,62.304075,0.63331,4
189.35145416666668,62.365994444444446,0.281,4
189.19345416666664,62.30106111111111,0.67301,4
189.1507375,62.282358333333335,0.48793,4
189.334425,62.36663055555556,0.94524,4
189.13514166666667,62.274363888888885,0.85411,4
188.98569583333332,62.20379166666667,0.50429,4
189.08139583333332,62.24788888888889,0.63943,3
189.0582125,62.237611111111114,0.20686,4
189.10128749999998,62.257025,0.68166,4
189.07034583333333,62.24365,0.51637,4
188.99305416666667,62.207800000000006,0.88653,4
189.0779083333333,62.24621944444444,0.78137,4
189.029825,62.22459444444445,0.43623,4
189.03278333333333,62.22523888888889,0.43745,4
189.05115416666666,62.231991666666666,0.78192,4
188.9512791666667,62.186877777777774,0.50652,4
189.1738083333333,62.29143611111111,0.48617,4
188.94218750000002,62.18185555555555,0.45425,4
189.31015416666668,62.35330833333334,0.93748,3
189.18659166666666,62.29394722222222,0.45507,4
189.07120833333335,62.24131388888889,0.37586,4
189.11469166666666,62.261402777777775,0.48674,4
189.15575833333332,62.27988888888889,0.94306,4
189.26785416666667,62.325297222222225,1.05163,4
189.144,62.27406111111111,0.85095,3
189.05297916666666,62.23236111111111,0.28588,4
189.30087083333336,62.347230555555555,1.00783,3
189.09190833333332,62.24992777777778,0.8493,4
189.126575,62.26626111111111,0.23182,4
189.10081666666665,62.254038888888886,0.22101,4
189.1552125,62.27938611111111,0.85231,4
188.97547916666667,62.19504444444444,0.50671,4
189.11797083333335,62.260977777777775,0.79338,4
189.31714583333334,62.354058333333334,1.14394,3
189.13754999999998,62.27118888888889,0.85263,4
189.18475,62.29352222222222,0.45468,4
189.10602083333333,62.25543611111111,0.64211,4
189.00917916666666,62.21061944444445,0.6393,4
189.24562916666667,62.32111944444445,0.87506,4
189.13184583333333,62.267780555555554,0.78374,4
188.96495833333336,62.18855277777777,0.50896,4
189.2109458333333,62.30362222222222,0.63407,4
188.96959583333336,62.18998055555555,0.79744,4
189.04401249999998,62.22620277777778,0.68801,4
189.10300416666666,62.252925,0.64191,4
189.2344875,62.31475277777778,0.2535,4
188.99238333333335,62.20065555555556,0.56658,4
189.10929166666668,62.25572777777778,0.85034,4
189.07254166666667,62.23790833333334,0.15666,4
189.01777083333332,62.21214166666667,0.45776,4
189.08082083333332,62.24131944444444,0.7974,4
189.2201875,62.302122222222216,0.25302,4
188.95465,62.181805555555556,0.50752,4
189.16743333333332,62.28211388888889,0.9426,4
189.07206666666664,62.23652777777778,0.84622,4
189.27308750000003,62.33074444444445,0.83571,4
189.11500833333332,62.25666666666667,0.20713,3
189.09565833333332,62.24197777777778,0.19063,4
189.29672916666667,62.340183333333336,0.63365,4
189.02662916666665,62.214725,0.13581,4
189.1014625,62.25001388888889,0.91271,3
189.10166666666666,62.24838333333334,0.63873,4
189.29788750000003,62.34059722222222,0.63384,4
189.02273749999998,62.21250555555556,0.67888,4
188.9891041666667,62.19674444444444,0.56293,4
189.07812916666666,62.237319444444445,0.74765,3
189.29140416666667,62.336308333333335,1.01071,4
189.07150833333333,62.23372777777778,0.81587,4
189.03128333333333,62.215650000000004,0.97589,4
189.0055833333333,62.20334722222223,0.56618,4
189.22935,62.30680833333333,0.51604,4
189.0734125,62.235591666666664,0.84612,4
188.95024166666667,62.17762222222222,0.83641,4
188.9557375,62.179919444444444,0.63742,4
189.28877916666667,62.335077777777784,1.01121,4
189.31749583333334,62.348525,0.6408,4
189.3510625,62.36386388888889,0.86145,4
189.3337625,62.355330555555554,1.06045,4
188.9676166666667,62.18215277777777,1.27653,4
188.95012083333336,62.176341666666666,0.63728,4
189.28577916666669,62.33345555555556,0.78871,4
189.05577916666667,62.22645,0.83525,4
189.07315416666665,62.233958333333334,0.81659,4
189.05806666666666,62.22683333333334,0.43407,4
189.0602375,62.221919444444445,0.45459,4
189.00231666666664,62.19884166666667,0.56156,4
189.112775,62.25262222222222,0.79377,4
189.18307083333332,62.284863888888886,0.50244,4
189.0486,62.22173611111111,1.38133,3
189.26750416666667,62.32346666666667,1.02849,4
189.19385416666665,62.288783333333335,0.45454,3
189.0694083333333,62.23080277777778,0.63862,4
188.95775416666666,62.17858611111111,1.01274,4
189.11175416666666,62.249969444444446,0.79379,3
189.02098333333333,62.20711666666667,0.45724,4
189.25292916666666,62.31505,1.01674,4
189.308775,62.34143888888889,0.53299,4
189.10522916666667,62.24738055555556,0.83516,4
189.08884166666667,62.23813888888889,0.51722,3
188.98074166666666,62.188538888888885,0.79688,4
189.24622916666667,62.31163333333333,1.01097,4
189.17690416666665,62.279130555555554,0.83557,4
189.28408333333334,62.32991388888889,0.31959,4
189.18068333333332,62.28124722222222,0.94381,4
189.19886666666665,62.28906666666666,0.50377,4
189.220475,62.29965277777777,0.92956,4
189.1375875,62.260422222222225,0.6816,4
189.16369166666667,62.27298333333333,0.85009,4
189.34097916666667,62.35543888888889,0.77781,4
189.16340833333334,62.273358333333334,0.84929,4
189.32672916666667,62.34624166666667,0.2317,4
189.002725,62.196530555555555,0.94709,4
188.9921875,62.19213611111111,0.74799,4
189.17019583333334,62.27446944444444,0.78019,4
189.09153750000002,62.23761666666667,1.38188,4
189.10376666666667,62.24408888888889,0.6404,4
188.96372916666667,62.17777777777778,1.01225,4
189.3488125,62.353575,3.53005,4
189.14549166666666,62.26351944444445,0.85454,4
189.01207916666667,62.20037777777778,0.83457,4
189.14702083333333,62.263152777777776,0.33626,4
189.30496666666667,62.3361,0.63481,4
189.25678333333335,62.31363611111111,0.23137,4
189.2627875,62.31573888888889,0.87527,3
189.0736,62.22898333333333,0.53375,4
189.2814,62.321933333333334,0.94427,3
189.02810833333334,62.205844444444445,0.74713,4
189.32624166666668,62.34319166666667,0.25436,4
189.21446666666665,62.29249444444444,0.21224,4
188.993875,62.18944444444444,0.50653,4
189.212775,62.29206666666666,0.3187,4
188.98070416666667,62.18090833333333,0.40892,4
189.11621250000002,62.24696111111111,0.68023,4
189.02929583333332,62.20449444444445,0.07879,4
189.04107083333332,62.19616111111111,0.13596,4
189.32522916666667,62.34198611111111,0.58377,4
188.9605666666667,62.169555555555554,0.40949,4
189.30682916666666,62.334250000000004,0.27768,4
189.28046666666668,62.32138333333334,0.67673,4
189.08270416666664,62.229955555555556,0.53437,4
189.2210458333333,62.29337222222222,1.2233,4
189.17225416666665,62.27165,0.85005,4
189.2352208333333,62.30112777777777,0.49727,4
189.17667083333333,62.27283611111111,0.8541,4
189.13528333333332,62.25366944444445,0.68269,4
189.180625,62.274094444444444,0.85106,4
189.16079166666665,62.266283333333334,0.45793,4
189.20925416666665,62.28830833333333,0.51283,4
188.97128333333336,62.177025,1.37091,4
189.22549999999998,62.29380277777778,0.37673,4
189.3556125,62.35453888888889,0.60762,4
189.30946666666665,62.33286666666667,0.88789,3
189.1800458333333,62.27361111111111,0.85087,4
188.9988666666667,62.187688888888886,0.56779,4
189.24549583333334,62.30276388888888,0.94298,3
189.30549583333334,62.331494444444445,0.43785,4
189.01872916666665,62.19703333333333,0.77928,4
189.13808333333333,62.25378055555556,0.51962,4
189.12855416666667,62.248216666666664,0.86408,4
189.32735833333334,62.340944444444446,1.01976,4
189.37605000000002,62.35831666666667,0.70781,4
189.069325,62.21959722222223,0.4372,4
189.24856666666665,62.304063888888884,0.49696,3
189.1048708333333,62.236330555555554,0.31803,4
189.18147083333332,62.273488888888885,1.44669,4
189.06516666666664,62.21810277777778,0.1689,4
189.05427083333333,62.21253055555556,0.41073,3
189.03898333333333,62.20509166666667,0.68729,3
189.31747083333332,62.33626666666667,0.25442,4
189.30489583333335,62.330288888888894,0.69671,4
189.26157500000002,62.30878333333333,0.37622,4
189.0076208333333,62.19071944444444,0.91297,4
189.25510416666665,62.30638888888888,0.94178,4
189.24220833333334,62.29923888888889,0.90408,4
189.10820416666664,62.236536111111114,0.5276,4
189.12460416666664,62.244708333333335,0.76096,4
189.2341625,62.295208333333335,0.31911,4
188.98007083333334,62.17706111111111,1.0002,4
189.11757083333333,62.24245555555556,0.24281,3
189.2711125,62.31208888888889,0.87465,4
189.344225,62.346244444444444,0.87026,4
188.98192083333333,62.17856388888889,0.84671,4
189.152475,62.25681111111111,0.74308,4
188.99407083333335,62.184124999999995,0.63782,4
189.296075,62.32449444444445,1.14549,4
189.11433333333332,62.238686111111114,0.08897,4
189.24469166666665,62.299211111111106,0.94182,4
189.02439999999999,62.19674444444444,1.48478,3
189.03796666666665,62.201680555555555,0.84557,3
189.08640416666665,62.22455,0.53315,4
188.99445833333334,62.18183333333333,1.01953,3
189.21495833333333,62.283905555555556,0.95478,3
189.36167083333336,62.354061111111115,0.52877,4
189.1150458333333,62.23849444444445,0.75133,3
189.03272083333334,62.20018888888889,0.50355,4
189.1931625,62.274791666666665,0.50322,4
189.260275,62.30564722222222,0.76693,4
189.25900833333336,62.30441666666666,0.84021,4
189.2051875,62.27923888888889,0.143,4
189.02926250000002,62.19712777777777,0.10574,4
189.09595833333333,62.22955,0.48446,4
189.31482499999998,62.330172222222224,0.15778,3
188.97188333333335,62.168225,1.01628,4
189.3248,62.33447777777778,0.93667,3
189.09170833333332,62.22569444444444,1.60773,3
189.25689583333335,62.303980555555555,0.43746,4
189.35704583333333,62.34917222222222,1.08282,4
189.15744999999998,62.256366666666665,1.22122,4
189.187275,62.27128333333333,0.74683,4
189.00082916666665,62.18289444444444,1.01841,4
189.24809166666665,62.29953333333333,0.90479,4
189.11426666666665,62.23650833333333,0.10554,4
188.99548333333334,62.18006944444444,0.79709,4
189.3634416666667,62.352075,0.28041,4
189.26904583333334,62.30721944444444,1.25063,4
189.19749583333333,62.27446111111111,0.87072,4
189.1654375,62.257275,0.37661,4
189.19316666666666,62.27071111111111,0.50309,3
189.16102916666665,62.25721111111111,0.63248,4
189.12854583333333,62.24261666666667,0.43824,4
189.33800833333333,62.33868888888889,0.25462,4
189.12453333333332,62.239311111111114,0.51946,3
189.08306666666667,62.218650000000004,0.47151,4
189.07962083333334,62.21716666666667,1.23903,3
189.004675,62.182916666666664,0.56794,3
189.0752875,62.21605,0.47329,4
188.98918333333336,62.17431111111111,0.40941,4
189.0136625,62.186411111111106,0.63819,4
189.2204625,62.282016666666664,0.76115,4
189.00126666666668,62.18025833333333,0.5632,4
189.19759166666665,62.27226944444444,0.50173,3
189.15120416666667,62.2502,0.55986,4
189.14282083333333,62.246725,0.50716,4
189.20834166666666,62.27693333333333,0.50348,4
188.99005416666668,62.17348611111111,3.07498,4
189.14753333333334,62.247141666666664,0.55671,4
189.2409833333333,62.289738888888884,0.52912,4
189.03407916666666,62.194602777777774,0.88751,4
189.16075,62.25278333333333,0.46196,4
189.0810375,62.214619444444445,0.47325,4
189.09038333333334,62.22047222222223,0.26652,3
189.34048333333334,62.33471666666667,0.21096,4
189.36025833333335,62.34535555555556,0.48524,4
189.27407916666667,62.30479722222222,0.85514,4
189.20452916666667,62.27236111111111,0.50121,3
189.26391666666666,62.29951111111111,1.01673,4
189.27709583333333,62.30511111111111,0.85585,3
189.08817083333332,62.21848611111111,0.47293,4
189.22622083333334,62.28195,0.94194,4
189.14067916666667,62.24191388888889,0.51986,4
189.21114166666666,62.27465,0.83567,4
189.0197375,62.18510277777777,0.50308,4
189.25630416666667,62.29630833333333,0.4749,3
189.2513291666667,62.291866666666664,0.74352,3
189.26033333333334,62.29705555555555,1.01762,4
189.12489166666666,62.234205555555555,0.79358,4
189.23954166666667,62.287594444444444,0.5131,4
189.25211666666667,62.29261111111111,0.66031,4
189.14378749999997,62.24156111111111,0.51864,3
189.22912916666667,62.28286111111111,0.50305,4
189.08255416666665,62.21438611111111,0.69442,4
189.1210708333333,62.23115,0.45723,4
189.29719166666666,62.31387222222222,0.4728,4
189.14274166666667,62.24249722222223,0.51841,4
189.21852916666666,62.277116666666664,0.51373,4
189.33721666666668,62.33216111111111,0.77808,3
189.08977083333332,62.21678611111111,0.68814,4
189.28667916666666,62.305030555555554,0.23192,4
189.24981666666667,62.28766666666667,0.35505,4
189.0035125,62.17515833333333,0.69568,3
189.20947916666668,62.27116111111111,0.50269,3
189.36612916666667,62.342961111111116,1.14824,4
189.38236666666668,62.34988888888889,0.74112,4
189.04099166666666,62.19154722222222,0.77315,4
189.14609583333333,62.24153611111111,0.29646,4
189.0359875,62.19011944444444,0.84047,4
189.13859166666666,62.23642777777778,1.34476,4
